No of Actors read '6775'.
Actor 	id = 1d7cb619-062b-4a21-af3d-9f6a6e8e8770	name = Philip Locke                                      	dob = null    
Actor 	id = ddbded7f-6d3c-47a0-8058-2015a8d279d6	name = Jennifer Salt                                     	dob = 1944    
Actor 	id = 6c599467-80fa-4de3-9765-6f1e8df79337	name = Jean Servais                                      	dob = 1910    
Actor 	id = 385a047f-375b-4888-af19-3928f6e19cd5	name = Nigel Patrick                                     	dob = 1913    
Actor 	id = 44d97111-685e-4ed1-96e5-4ceeb3a5c533	name = Simone Simon                                      	dob = 1910    
Actor 	id = 07d4e8d4-7fc7-4040-9ec0-47c7ef48235f	name = Billy Wells                                       	dob = null    
Actor 	id = 7368a83c-9908-4376-89c8-da11cf208c64	name = Clive Brook                                       	dob = 1887    
Actor 	id = 9b43b9a8-7b8a-4af1-a5be-0a6cec93d2c9	name = Laird Cregar                                      	dob = 1916    
Actor 	id = 1f318ad3-9d06-4c89-9f42-d5cb09afeac1	name = Clelia Mantania                                   	dob = null    
Actor 	id = 3872eee6-d332-4004-8273-d43792a09e5a	name = Oliver Johnston                                   	dob = 1888    
Actor 	id = 3d1c8133-a310-41f9-8c98-93575d7398ca	name = Darren McGavin                                    	dob = 1922    
Actor 	id = 7888cebb-5c19-422b-8f9d-739a69b1d922	name = John Alderton                                     	dob = 1940    
Actor 	id = c798386e-8f0d-4b41-b112-01a6520f0c71	name = Kit Taylor                                        	dob = null    
Actor 	id = 14d7f549-63ed-4f27-b9e8-85eae0816b40	name = Linda Blair                                       	dob = 1959    
Actor 	id = cf74daf8-2ce9-4441-b681-381f6b1dd2b6	name = Rand Brooks                                       	dob = 1918    
Actor 	id = 8dee7ed6-d398-4aa0-b15d-27bfab793bb8	name = Alfred Adam                                       	dob = 1909    
Actor 	id = bb122c52-e511-4833-bf73-afac3bfdaeb8	name = Pola Negri                                        	dob = 1897    
Actor 	id = 1a79d7e2-40c6-4536-adb8-5f97c51aac44	name = John Anderson                                     	dob = 1922    
Actor 	id = b51db237-2c4a-4788-ac87-a9f279710c2c	name = Nestor Paiva                                      	dob = 1905    
Actor 	id = b2ad59af-f6bc-414f-b4f9-c54bf5887271	name = Florinda Balkan                                   	dob = null    
Actor 	id = 698164b8-a631-44e6-b6ae-ae05ca822de2	name = James Garner                                      	dob = 1928    
Actor 	id = fe68f719-1a29-46fe-8ac0-638270c52283	name = Emma Dunn                                         	dob = 1875    
Actor 	id = cad4be95-2a75-4792-83bc-0266d426bc60	name = Jeff Corey                                        	dob = 1914    
Actor 	id = 74b17de3-d12a-4e57-87cf-d5e96d0c9f3b	name = Frederick Martini                                 	dob = null    
Actor 	id = 69033009-cf3e-4779-a637-56b8437b34f7	name = Patricia Medina                                   	dob = 1921    
Actor 	id = 95bf1ba1-a727-4208-bcd8-b3bf18b4a32f	name = Eve Arden                                         	dob = 1912    
Actor 	id = da54e10d-d18a-4ae2-ab28-e5f9a527eb2d	name = Daniel DayLewis                                   	dob = 1957    
Actor 	id = 688d5c91-7ef9-45ec-8d18-639278fb1229	name = Anthony Quayle                                    	dob = 1913    
Actor 	id = f9fdd564-06e8-4ff2-8231-a3875374de97	name = Patricia Hitchcock                                	dob = 1928    
Actor 	id = a5ae8b17-30a7-4155-bd45-ca842275f98c	name = Kathy Cannon                                      	dob = null    
Actor 	id = 42d76346-15b1-4dab-a72e-942ffcb3c7bb	name = Bruce Davison                                     	dob = 1948    
Actor 	id = 6ab7fe42-3fee-4509-a7bf-732cc86f7da0	name = John Hoyt                                         	dob = 1905    
Actor 	id = 3125275e-4d2d-48c6-9c9c-1102ede47c41	name = Helen Shaver                                      	dob = null    
Actor 	id = ae920beb-3f39-4f53-a86b-11ee880b994c	name = Molly Picon                                       	dob = 1898    
Actor 	id = 8d1e5851-5cb2-458b-bf5c-1a9de62c8f06	name = Julie Walter                                      	dob = null    
Actor 	id = ce5de246-06cd-4fa9-b400-e3c08c8df25c	name = Hayward Robillard                                 	dob = null    
Actor 	id = 09ac7627-0044-4188-a92b-4e90367e8e0f	name = Frances Farmer                                    	dob = 1914    
Actor 	id = ddcf2e3c-8da4-4ae5-9644-fc46f7a514e7	name = Joyce Barbour                                     	dob = null    
Actor 	id = 09af0ce6-829c-4c6d-9c53-fe3917fcc298	name = Desi Arnaz                                        	dob = 1915    
Actor 	id = f4c76d40-f01d-45c0-8bb1-a5d075dbc63e	name = Terry Bradshaw                                    	dob = null    
Actor 	id = 62f54b8e-ca28-4ac3-b1b1-e4ccf141b5ab	name = Harry Carey                                       	dob = 1878    
Actor 	id = cbdd9561-04e3-4661-ae0b-a63e3cffd40d	name = Frankie Avalon                                    	dob = 1939    
Actor 	id = 99abc84f-775a-497d-9f8b-865c309b5700	name = Gloria Swanson                                    	dob = 1897    
Actor 	id = 4c4b6c33-1d03-4659-a6b2-0614bc90767b	name = Thurston Hall                                     	dob = 1883    
Actor 	id = e14388f8-ee55-4fc2-a7a1-4fd8ef046a71	name = Glynis Johnson                                    	dob = null    
Actor 	id = 5ef2bc66-eaaf-41f9-81ac-3fd1fda57a35	name = Eric Bransby Williams                             	dob = null    
Actor 	id = 349cba65-81b0-4b57-9e20-abde41d29251	name = Marilyn Chambers                                  	dob = null    
Actor 	id = 2410d70b-cd71-4d00-9846-97e7873528f0	name = George Sanders                                    	dob = 1906    
Actor 	id = 1fbe05b2-cb71-4543-96b2-ee1140a36ae8	name = Dana Gillespie                                    	dob = null    
Actor 	id = 63f9274b-bf6f-490b-920c-2d1c6f636a43	name = Susan Penhaligon                                  	dob = 1950    
Actor 	id = 543455a2-d0aa-4eb4-ae0b-d353c78231e5	name = Sally Marr                                        	dob = null    
Actor 	id = 8a559dd6-e038-43e4-9f74-865fbb344d96	name = Edward Lexy                                       	dob = 1897    
Actor 	id = 0dd9eded-c5b5-4c68-b6f4-d9224a51cfac	name = Deborah Harmon                                    	dob = null    
Actor 	id = 0fd419b3-5f38-4406-b723-3ecc2f1e54dd	name = Hamilton Camp                                     	dob = null    
Actor 	id = e01e7519-7733-4c29-b558-dc215b84e3b5	name = Ray Sharkey                                       	dob = 1952    
Actor 	id = fe68ff68-911f-42e3-bd7f-3e8745d50fe1	name = Peter Cook                                        	dob = 1937    
Actor 	id = ac35ce66-a766-4928-ac50-a86b71388b2a	name = Jackie Searle                                     	dob = 1920    
Actor 	id = 7d4c33a2-92a0-4c19-98fc-bfd6351babfe	name = Ray Milland                                       	dob = 1905    
Actor 	id = c7b6a360-5ee0-4b97-9c00-367af25dec9b	name = Sir Donald Wolfit                                 	dob = 1902    
Actor 	id = 72735c9c-5f7d-4ab4-8494-8ffbd1e97d55	name = Hart Bochner                                      	dob = null    
Actor 	id = 7ad264fd-bc13-4cef-b8b8-89ac9bbc67ee	name = Donna Mills                                       	dob = null    
Actor 	id = d9eed50b-52e2-429f-8b0a-88edb972ad35	name = Jack Hawkins                                      	dob = 1910    
Actor 	id = cb4984fe-34ff-4422-994a-e7dbd6ac7074	name = Ralph Lynn                                        	dob = 1882    
Actor 	id = 1d9eb8a1-0ed4-4f1c-8f81-ac0d6284c666	name = Robert Wagner                                     	dob = 1930    
Actor 	id = f463f547-6d11-4ec8-8763-e97d6caf7835	name = Dorothy Mackaill                                  	dob = 1903    
Actor 	id = 2f969dfb-94eb-410b-a3e8-c02b544905a0	name = Johnny Weissmuller                                	dob = 1904    
Actor 	id = 92461346-f3e4-44ad-b124-00cd6debe7bc	name = Luke Askew                                        	dob = null    
Actor 	id = 0641cb35-f847-4a43-9a9f-6cb5f44a7a13	name = Charles Paton                                     	dob = null    
Actor 	id = eff2a772-8efc-4063-b390-f54b5be83a8a	name = Helen Reddy                                       	dob = null    
Actor 	id = 1b0ea7e7-9299-4ab2-bf0d-bcde1302ee32	name = Reginald VelJohnson                               	dob = null    
Actor 	id = 3a2b897f-a5eb-4de7-bbc1-2eac7de23cbd	name = Gilda Radner                                      	dob = null    
Actor 	id = 8c249a7a-e2e0-46bc-823e-a1403f52f079	name = Gilbert Emery                                     	dob = 1875    
Actor 	id = 31288f15-e185-4144-83f5-cce032324596	name = Sheila Ryan                                       	dob = 1921    
Actor 	id = 9434fe0d-6b90-4d5d-a1bb-709f9da0664d	name = Steve Singer                                      	dob = null    
Actor 	id = 2aa8d424-2fc0-467e-ac3b-1e1fa5bd09a6	name = Pernell Roberts                                   	dob = 1930    
Actor 	id = d26de39a-5ccb-4808-979a-5c209a7d5490	name = Sarah Douglas                                     	dob = null    
Actor 	id = 9524f0e8-fe5d-494d-8f65-e206b767366e	name = Doris Davenport                                   	dob = null    
Actor 	id = 80ab88c5-6b60-4baa-b3fb-c9aa4cd8e339	name = Jon Blake                                         	dob = null    
Actor 	id = 6786e0f8-bbb8-4f69-840d-ac0b7bd76535	name = Herta Ware                                        	dob = null    
Actor 	id = 9b6ffbe6-84a4-4eaa-871e-645fee0d0365	name = Michael J. Fox                                    	dob = 1961    
Actor 	id = c7cc1c6d-d76c-4c6a-831d-47c07b3a4c94	name = Scott Marlowe                                     	dob = null    
Actor 	id = 2a2631f6-4718-49a6-9360-e3f1fc3bcc12	name = Theodore Marcuse                                  	dob = 1920    
Actor 	id = 2727d1bd-8bbf-4f54-98bb-3b7ae25d2ddd	name = Lowell Gilmore                                    	dob = 1907    
Actor 	id = 71f824d3-7517-410a-bb87-c9168a595edd	name = JeanPierre Leaud                                  	dob = 1944    
Actor 	id = 4d6d84e0-033b-4aec-ad92-0b3faef6ca97	name = Signe Hasso                                       	dob = 1915    
Actor 	id = 1b252b06-5f4d-4ba0-8ed0-cd1d7721f083	name = Kathleen Ryan                                     	dob = 1922    
Actor 	id = b251b860-d463-4a18-939d-a67287357048	name = Hobart Cavanaugh                                  	dob = 1886    
Actor 	id = 0bb01819-e1e6-4fcf-9ed7-45a5b41ee808	name = Patrick Malahide                                  	dob = null    
Actor 	id = bbc21fdd-078d-4d2a-a330-3c9ec1d70238	name = Jim Nabors                                        	dob = null    
Actor 	id = 8a3c90d0-46ca-457a-9ffc-5db556edd748	name = Sam Bottoms                                       	dob = 1960    
Actor 	id = 3b8a7473-b10e-40d2-b3a0-603e0180a8c7	name = Mona Barrie                                       	dob = 1909    
Actor 	id = 8a5a6007-cbab-44a5-93f6-e21eae974d6c	name = Jean Peters                                       	dob = 1926    
Actor 	id = 76841616-484e-430d-a525-526d013b928f	name = Deanna Durbin                                     	dob = 1921    
Actor 	id = 6c1822cc-c3e8-4bcf-8d82-8cca7bb9c705	name = Mischa Auer                                       	dob = 1905    
Actor 	id = 12abf4bc-645e-4236-96d6-33034e0f940a	name = Joan Blondell                                     	dob = 1909    
Actor 	id = 92c340bf-db96-41bb-a544-ff453486472c	name = Janet Margolin                                    	dob = 1943    
Actor 	id = 994c2953-b079-44e0-bc07-ded6542c642b	name = Pamela Reed                                       	dob = null    
Actor 	id = 66611dee-2920-4b77-bc70-54b53911a13a	name = Ray Millard                                       	dob = null    
Actor 	id = 4fecc59f-618f-4497-bef0-1bc73e1d9324	name = Ilona Massey                                      	dob = 1912    
Actor 	id = 671bf8ae-a2f6-4ebe-ac6a-a650d438e332	name = Milton Sills                                      	dob = 1882    
Actor 	id = e0d28d57-0c15-4602-a3bf-b87873354bea	name = Dick Haymes                                       	dob = 1916    
Actor 	id = a6bc31e0-ebad-46c0-94ac-a1e11214b4f5	name = Richard Roundtree                                 	dob = 1937    
Actor 	id = 6270995f-5332-447a-b28a-8b4261d3d2c6	name = Henry Victor                                      	dob = 1898    
Actor 	id = ac14b382-80ba-4f39-86af-58fc45af078a	name = George E. Stone                                   	dob = 1903    
Actor 	id = 8a6ab0ab-03ba-4802-82b2-3453590160fd	name = George Burns                                      	dob = 1896    
Actor 	id = 4c66ad98-cdb4-4e2f-b2bc-16945e51b082	name = Heather Sears                                     	dob = 1935    
Actor 	id = 5328d957-d3c1-4028-9c89-c16e603d2b4d	name = Tony Wright                                       	dob = 1925    
Actor 	id = ad859dbf-fb18-4d6d-9797-ff816a26b8a9	name = Tom Helmore                                       	dob = null    
Actor 	id = d40d8777-6100-4f1e-934c-4920642bfb70	name = Frank Miller                                      	dob = null    
Actor 	id = aa1dfd3d-0345-4bcb-8c18-952ab9ae13be	name = Rex Ingram                                        	dob = 1892    
Actor 	id = ea3cdce1-af9f-4205-8e6b-e643e29416ec	name = Mabel Albertson                                   	dob = 1901    
Actor 	id = ff2165e4-4a1b-44ba-8bff-1061848a2569	name = Ben Cross                                         	dob = 1948    
Actor 	id = f16db160-3ad3-455f-8a1f-0b743be46835	name = Sebastian Cabot                                   	dob = 1918    
Actor 	id = ba5f52eb-5f81-416d-a4ba-03533ca7f609	name = Barbara Hershey                                   	dob = 1948    
Actor 	id = fcc8c440-baf3-43df-bb7c-f9bfd0bed995	name = Valerie Kaprisky                                  	dob = null    
Actor 	id = f2ce59b9-a8fd-4e62-97f9-85fe5ed3cfd4	name = Michael OShea                                     	dob = 1906    
Actor 	id = d47eca41-f3d8-43b3-bbe9-849e8fe9c63e	name = Clifton James                                     	dob = 1921    
Actor 	id = 388ae270-cbdd-4fdd-becc-9a2616a9a982	name = Jeffrey Hunter                                    	dob = 1925    
Actor 	id = 91d9f743-b07c-437d-b1c1-d029c91b0c1e	name = Michael G. Wilson                                 	dob = null    
Actor 	id = 70c155ca-72a9-47c0-b317-e48dc976d2b8	name = Luke Edmonds                                      	dob = null    
Actor 	id = a6eb32bf-ce43-4e36-8a89-9c0ef8aee4cf	name = Lucilla Morlacchi                                 	dob = null    
Actor 	id = 1d48a192-5024-41b5-921a-e2f99b9a9533	name = Alex Karras                                       	dob = 1935    
Actor 	id = ad701895-6d11-463d-8837-c76e57130495	name = Martin Short                                      	dob = 1950    
Actor 	id = 5cd5594a-7865-4f77-9bc3-1ba493700774	name = George Winslow                                    	dob = 1946    
Actor 	id = 84cdf5a6-02f0-448f-a957-0fe448510f29	name = Daniele Delorme                                   	dob = 1926    
Actor 	id = e720c4e2-c3cb-43e0-9a99-9a0db0ca6f77	name = Chuck Connors                                     	dob = 1937    
Actor 	id = bae24830-883a-4638-bc0d-5364ea1dfb22	name = Ron Randell                                       	dob = 1918    
Actor 	id = 1a8f8ffe-7b7d-4c1c-8bdb-1e864fcfdcb5	name = Rita George                                       	dob = null    
Actor 	id = e5c5b087-4265-41dd-aede-28eb3ef65798	name = Harry Reems                                       	dob = 1947    
Actor 	id = d0251883-ed71-42eb-b3aa-3a0e932b430b	name = Rossy dePalma                                     	dob = null    
Actor 	id = 53b9a830-bc55-4b4b-86e3-76ab0a6928b2	name = Manpeii Itami                                     	dob = 1976    
Actor 	id = 04dce4eb-56a0-4cad-9d24-9444f467ba7f	name = Paul Robeson                                      	dob = 1898    
Actor 	id = 73cb4dfb-9184-4b89-9496-ed50d1710eef	name = Terry Thomas                                      	dob = 1911    
Actor 	id = 115a746d-6270-4036-b334-51930d8b3104	name = Joe Lewis                                         	dob = null    
Actor 	id = a0fde807-de43-4dcf-9829-0056fb250ab2	name = Deborah Fallender                                 	dob = null    
Actor 	id = 2e0cec47-e5fa-4878-bafc-f1e13a76cabc	name = Lars Hansen                                       	dob = 1887    
Actor 	id = 03c77dbb-6635-4732-a963-b0a3ccaaaa9c	name = Robert Lansing                                    	dob = 1929    
Actor 	id = 0eff55f2-86e3-4934-90a0-9a61c30143e7	name = Maureen Stapleton                                 	dob = 1925    
Actor 	id = 26db92bd-21ad-4d34-bbba-4493dd975313	name = Buddy Hackett                                     	dob = 1924    
Actor 	id = 18f7d563-055c-4894-a9ad-6153ca73b366	name = Paul Hartman                                      	dob = null    
Actor 	id = 1b8de7b2-6f4f-48ff-8554-690c277f36ee	name = Donovan                                           	dob = 1919    
Actor 	id = cbe7b6de-9f2e-46e2-9e30-302eadc54d15	name = Leib Lensky                                       	dob = null    
Actor 	id = b6efe0e2-3921-486b-8fe0-31085204d53c	name = Walter Pidgeon                                    	dob = 1897    
Actor 	id = c7659360-6f95-4d59-b278-9093e363b04d	name = Peter Reynolds                                    	dob = 1926    
Actor 	id = 7079723e-0675-4d3b-be39-037f4ce6d175	name = Ted Ray                                           	dob = 1906    
Actor 	id = 73adf630-9b57-456e-b5c2-f118c47a6ed2	name = John Leyton                                       	dob = 1939    
Actor 	id = 0b7618ec-79b6-47f2-af5f-ade953f6c8e7	name = Arletty                                           	dob = 1898    
Actor 	id = b3f9bdcd-84eb-4685-8dbe-542082c67338	name = Robert Warwick                                    	dob = 1878    
Actor 	id = 899f5a39-e83b-44dc-bb14-cebd3c8ec99e	name = Raymond StJacques                                 	dob = 1930    
Actor 	id = 8d805b02-4e39-45b2-8c17-52d4bd005666	name = Farrah Fawcett                                    	dob = 1947    
Actor 	id = bba68c25-69bf-40a3-ade5-3aeb288050ab	name = Dixie Dunbar                                      	dob = 1919    
Actor 	id = 2ced1e29-7074-434d-965b-a9d69c33c148	name = Jo VanFleet                                       	dob = 1919    
Actor 	id = 5540262d-c367-4ca7-bbb7-27ef577a4f7b	name = E.E. Clive                                        	dob = 1879    
Actor 	id = cd81efc8-6b9b-46d8-8e09-decd33edef0d	name = Nancy Hendrickson                                 	dob = null    
Actor 	id = e2ef80a5-0a94-4e98-a739-30b710eb783d	name = Martha Holliday                                   	dob = null    
Actor 	id = 01c59c6f-336c-4dc5-b7bc-4dd41fa8fc49	name = Myrna Loy                                         	dob = 1905    
Actor 	id = db77a30d-3482-456a-ac41-63b9fece017d	name = Carl Boehm                                        	dob = 1928    
Actor 	id = 6f67eabb-b838-4abf-b401-1522cf4f4cd7	name = Paul Lambert                                      	dob = null    
Actor 	id = 015645f3-62f5-4b0e-b926-9886d61fd383	name = Michael Douglas                                   	dob = 1945    
Actor 	id = abf96794-548b-4be7-b394-229877e278f3	name = Ed Lauter                                         	dob = 1940    
Actor 	id = 89d6d4a8-3613-4271-86b0-49eed88fa503	name = Antonio Banderas                                  	dob = 1960    
Actor 	id = ca1d1b8c-518d-435f-a039-695c88b7a6dd	name = Dana Plato                                        	dob = null    
Actor 	id = ffc8bad1-a60f-499b-8649-73c75e9596a8	name = Lucille Ball                                      	dob = 1910    
Actor 	id = 7830a3ef-8e3f-4ddb-8cb4-670a6679cd28	name = Philip Stainton                                   	dob = 1908    
Actor 	id = 0aa74ffa-979c-4171-bf86-f8f84af63e53	name = Paloma Picasso                                    	dob = null    
Actor 	id = 34b9ff1a-3f8d-42da-8e99-fadb10262d62	name = Franklyn Ajaye                                    	dob = 1949    
Actor 	id = c0456cf9-8a5f-4f02-be30-fd226d9d4736	name = Stephen Johnson                                   	dob = null    
Actor 	id = eabf7722-4f05-42db-894d-88c1f561d4e1	name = Michael Anthony                                   	dob = null    
Actor 	id = 2aa9fee3-8c85-4a60-b19a-9b9644133ed6	name = Pierre Fresnay                                    	dob = 1897    
Actor 	id = ca6420e8-2dd4-4c93-a816-b09ab9505240	name = Carl Weathers                                     	dob = null    
Actor 	id = a35b349a-3469-4f43-9e93-7f4e77b614a2	name = Soupy Sales                                       	dob = 1926    
Actor 	id = 95473edc-72b4-4959-a27e-d273961141f8	name = Dennis Lipscomb                                   	dob = null    
Actor 	id = deac48b6-b0e2-4d91-bd1c-31dcd2da7a00	name = Burt Lancaster                                    	dob = 1913    
Actor 	id = 7ee6b7c0-ea35-4f95-8615-dacf5a62df3e	name = Ruben Blades                                      	dob = 1948    
Actor 	id = 8d33e1b7-e9c7-4b0f-88c7-cdb94f622062	name = Bruno Kirby                                       	dob = null    
Actor 	id = 1016693d-0af5-43dd-9887-396228309968	name = Tahnee Welch                                      	dob = null    
Actor 	id = 9baae6d6-8411-46b0-907c-6ff84ced7d41	name = June Duprez                                       	dob = 1918    
Actor 	id = 0ad6f155-d00f-49ec-ac07-31997d16437a	name = Kenneth Branagh                                   	dob = 1960    
Actor 	id = 9d7f9202-3c06-4d48-a198-0a9a2262b673	name = Marisa Berenson                                   	dob = 1946    
Actor 	id = 39735318-c135-4625-b459-7b7fd5b4493f	name = Lou Costello                                      	dob = 1906    
Actor 	id = d56274c6-f719-40b3-aaab-54c4b0510523	name = Bob Hoskins                                       	dob = 1942    
Actor 	id = d6f713c8-4c9a-4219-9cb6-475529afbf30	name = Merrie Spaeth                                     	dob = null    
Actor 	id = 81d4682b-c283-449a-ab2e-b618ba6a3fde	name = Scott Baio                                        	dob = 1961    
Actor 	id = 00eb126e-7b27-49d8-a6ef-1f6be61dd10c	name = Lloyd Bridges                                     	dob = 1913    
Actor 	id = cc8968f5-4c61-4c21-a2bd-f53f1792395a	name = Gayle Hunicutt                                    	dob = 1942    
Actor 	id = 354a02d9-d24c-4fda-84dc-fb921deea316	name = Barry Primus                                      	dob = 1938    
Actor 	id = 36e7d912-9334-420c-a112-d599f2e1cad4	name = Jimmy Sterman                                     	dob = null    
Actor 	id = dbe46c13-f8f6-4d4a-a9bb-b8a4db2edd8d	name = Lyle Talbot                                       	dob = 1902    
Actor 	id = 6921c48d-968d-43ca-aa8d-a69279e1e8da	name = David Warner                                      	dob = null    
Actor 	id = 306c33fa-b070-4769-a0bd-deb0da6aa970	name = Abbe Lane                                         	dob = null    
Actor 	id = 5a2dcd80-d1c2-4fda-a09f-c53288ff6347	name = Edward James Olmes                                	dob = null    
Actor 	id = f610f05d-2728-4199-9a4b-6187945eff32	name = John Sylvester White                              	dob = null    
Actor 	id = 0ac5ea92-6440-405f-a7d3-9ad71558d9cc	name = Lillian Gish                                      	dob = 1894    
Actor 	id = e61c2b0c-49df-421a-87cc-c5be39e0c13c	name = Rafer Johnson                                     	dob = 1935    
Actor 	id = 525018d4-4ebf-424c-bc86-c3a2f58e5e80	name = Nancy Kelly                                       	dob = 1921    
Actor 	id = b2320094-df0f-4bdf-b7d1-8699215283ff	name = Mayo Methot                                       	dob = 1904    
Actor 	id = eb020e2d-d724-4e46-8aec-9dbe1998e077	name = Shirley Anne Field                                	dob = 1938    
Actor 	id = 6098a612-4a03-4553-90d8-dd656d54f73c	name = Seth Green                                        	dob = null    
Actor 	id = 0cb03aad-8aa1-485e-81ef-880387c78b81	name = Andrew Prine                                      	dob = 1936    
Actor 	id = 621ebbbf-22d8-4c1e-a057-fe4db844d8ec	name = Howard Caine                                      	dob = 1926    
Actor 	id = 39f71895-d52c-4919-b701-b8804355a4d8	name = Edward Arnold                                     	dob = 1890    
Actor 	id = d003b467-cb42-4210-97b3-02a901fa67b3	name = Amanda Blake                                      	dob = 1929    
Actor 	id = 9a2787c5-bb97-49b4-abdf-865cebfe1712	name = Richard Styles                                    	dob = null    
Actor 	id = e7a3134c-8b04-4228-b9ba-adc6ae3bf227	name = Loretta Swit                                      	dob = 1937    
Actor 	id = bfc59ea3-dfe1-4275-81dd-b11bea1a8a24	name = Alana Stewart                                     	dob = null    
Actor 	id = 2f7b37c9-4a46-4d3d-bfad-e1e6c13816f8	name = Tiana                                             	dob = null    
Actor 	id = cf057e1f-0463-47a6-8b3d-f638c72cbfe7	name = Philip Friend                                     	dob = 1915    
Actor 	id = 9be26b72-250d-469c-9171-da59c47dc3a8	name = Robert Bur                                        	dob = null    
Actor 	id = 28e230b4-5b36-495b-8e99-86a3f0674d7f	name = Mary Louise Wilson                                	dob = null    
Actor 	id = 714e246d-aa02-40f1-8cd6-2e142822dd3d	name = Morgan Brittany                                   	dob = 1953    
Actor 	id = f5126e01-90f6-493b-8935-b1168d34eb19	name = Jean Wallace                                      	dob = 1923    
Actor 	id = d8ec61bc-0add-46f2-b4d7-966baba8ed58	name = Maurice Schwarz                                   	dob = 1891    
Actor 	id = 066e38d3-e564-4e2e-ba6a-fc3e9332f011	name = Jeremy Brett                                      	dob = 1935    
Actor 	id = bf10b267-13d6-4425-9c2d-161df52c782d	name = Denis Lacroix                                     	dob = null    
Actor 	id = 570c7851-86f7-4d8e-a2d6-3ea4eb03faae	name = Duncan Renaldo                                    	dob = 1904    
Actor 	id = cfe87645-f0c7-428f-b646-08861e398107	name = Joan KempWelch                                    	dob = 1906    
Actor 	id = dba3a99d-d13f-461f-99ef-a773a5f5ea82	name = Elliott Gould                                     	dob = 1938    
Actor 	id = 9889cf67-1094-458c-8316-417873fe0649	name = Claude Gillingwater                               	dob = 1870    
Actor 	id = 320fc49b-2aed-4e13-b5a3-e81c464df487	name = Christine Lahti                                   	dob = null    
Actor 	id = 0e0680af-ae90-4ba4-a4fd-f1a72fc7c27f	name = Naunton Wayne                                     	dob = 1901    
Actor 	id = 96acd257-dfbd-498b-9328-9f0f1c3e8e9b	name = Persis Khambatta                                  	dob = 1950    
Actor 	id = d41c101c-86e0-48f7-9c79-33a59ac57227	name = Lonny Chapman                                     	dob = null    
Actor 	id = 73141c7c-9938-4c4c-8f77-2d309804b3b5	name = Mary Eaton                                        	dob = 1901    
Actor 	id = 721c6b58-de4a-4133-a705-9a47b1821e7d	name = Harold Huber                                      	dob = 1904    
Actor 	id = 1276945d-e27a-4033-a539-fc506df4ae62	name = Roman Bohnen                                      	dob = 1894    
Actor 	id = c41447a7-5bf5-4b5b-85c7-7fcf31dc3084	name = Kathleen Hughes                                   	dob = 1929    
Actor 	id = 71540e57-8e2d-42e9-8fb4-4b5f9f00b892	name = Lynda Day George                                  	dob = 1944    
Actor 	id = f2115fc4-dd1e-409d-99a8-7c6f79d746e3	name = Barbara Howard                                    	dob = null    
Actor 	id = b9021587-2e7d-4b06-af2a-f5e81ed0d27f	name = Frank Campanella                                  	dob = null    
Actor 	id = 188e8764-b94b-4853-b22c-a0590b7de52b	name = Willem Dafoe                                      	dob = null    
Actor 	id = c5672109-54c9-4cb8-a6f0-b65085d7129f	name = Jean Parker                                       	dob = 1912    
Actor 	id = 0704f8ec-f4e1-48de-b48c-8e36084ec190	name = Antonin Artaud                                    	dob = 1895    
Actor 	id = 760b853f-5020-49fb-a588-e3dac4528aa6	name = Ray Charles                                       	dob = 1930    
Actor 	id = 9cde8876-16b1-4ebc-b52f-508e530a7a11	name = Martin Kosleck                                    	dob = 1907    
Actor 	id = 12ffc377-b1ea-4484-8973-29d579ff2574	name = Faith Brook                                       	dob = 1922    
Actor 	id = 7eb07b3f-bb09-4f8d-b6df-c8943bd74fa5	name = Michael Blodgett                                  	dob = null    
Actor 	id = ac1ef555-6b26-4a08-a22c-404760f3a31c	name = Billy DeWolf                                      	dob = null    
Actor 	id = 3675ca08-4e1a-402d-80fe-28a8ad24754c	name = Peggy Ashcroft                                    	dob = 1907    
Actor 	id = cc270c26-6858-482f-b374-6f057beced51	name = Arlene Simmons                                    	dob = null    
Actor 	id = 67554e64-a589-4a15-b3b8-3f490cf5eea9	name = Gwen Welles                                       	dob = null    
Actor 	id = 3e7d1592-7978-4c83-a4c8-7cfcf3a22b49	name = Ed Begley                                         	dob = 1901    
Actor 	id = 8df4df22-582c-43f8-a91f-a0e8903d8a13	name = Louise Lasser                                     	dob = 1939    
Actor 	id = 5376b802-8621-41c6-85d8-10f2e5a9efb9	name = Billy Mauch                                       	dob = 1925    
Actor 	id = 87418adf-266f-40ca-b6ad-7f09a6153a2b	name = Rex OMalley                                       	dob = 1901    
Actor 	id = f007dd7d-54cd-436c-8610-175763314aea	name = Margaret Hamilton                                 	dob = 1902    
Actor 	id = 5ae98e77-1191-4b25-8a8d-8d15d5663705	name = Maury Abram                                       	dob = null    
Actor 	id = 8900b21a-fe4a-4aa2-ab8e-4bb8075167bc	name = Darcia Deane                                      	dob = null    
Actor 	id = 78cdfd84-498b-4b9c-abc0-c5b603bc0ec2	name = Phyllis Kirk                                      	dob = 1926    
Actor 	id = b9b0144d-c670-4a54-be50-dc52092fc99a	name = Gregory Peck                                      	dob = 1916    
Actor 	id = 05bc2ff4-5548-4b19-a369-51b30792c08b	name = Gregoire Asian                                    	dob = null    
Actor 	id = 169956db-1596-4495-9167-77f2f0562773	name = Richard Mulligan                                  	dob = 1932    
