GENRE ERROR Film 	id = H2        	title = Number Thirteen                                   	year = 1922    	director = Hitchcock           	rating = 0.00	genres = []
MOVIE DNE Film 	id = LAl17     	title = Another Time, Another Place                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LAn1      	title = Thirteen at Dinner                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LAr2      	title = The Man in Grey                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LAr8      	title = Miss Tulip Stays the Night                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LB1       	title = Un Chien Andalou                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LB2       	title = L'\^age d'Or                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LB9       	title = El grand cavalcodos                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LB13      	title = The Adventures of Robinson Crusoe                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LB24      	title = Viridiana                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LB27      	title = Simon of the Desert                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LB30      	title = La Voie Lact\'ee                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LB35      	title = Cet obscur objet du d\'esir                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LBe16     	title = Moonshadow                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LBu1      	title = Alice In Wonderland                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LBv10     	title = NKT                                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LcP15     	title = L'Enfant de Paris                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LDc5      	title = La femme de nulle part                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LDo10     	title = Knockout                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = Leh10     	title = Curtains for Me                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LeN10     	title = The Good Mother                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LeN12     	title = Funny About Love                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LeR15     	title = Olympische Spiele 1936                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LFl70     	title = Judex                                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LgC10     	title = Bread, Love, and Dreams                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LGG10     	title = Stuckey's Last Stand                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LGr10     	title = Terraces                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LHh10     	title = Hold Me, Thrill Me, Kiss Me                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LHK3      	title = Whatever Happened to Aunt Alice?                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LHK12     	title = Man from Atlantis                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LHM15     	title = Batman                                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LHo1      	title = Pimpernel Smith                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LiA50     	title = The Whales of August                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LIC40     	title = Hick Chick                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LiW7      	title = Love and Anarchy                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LiW25     	title = Saturday, Sunday, and Monday                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LJe2      	title = The Amazing Mr.~Blunden                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LJo10     	title = Invasion of the Girl Snatchers                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LlB40     	title = Wonder Bar                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LlB55     	title = San Quentin                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LlB78     	title = Action in the North Atlantic                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LlB90     	title = Miss Grant Takes Richmond                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LlF1      	title = Dirty Work                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LM32      	title = Les Mis\'erables                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LM38      	title = Mutiny on the Bounty                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LM110     	title = Ocean's Eleven                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LMa2      	title = Frantic                                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LMa19     	title = Lacombe Lucien                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LMa26     	title = Crackers                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LMC13     	title = The Milky Way                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LMC18     	title = Going My Way                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LMC19     	title = The Bells of St.~Mary's                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LnK10     	title = Dr.~Jekyll and the Wolfman                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LoW10     	title = The Dumb Girl of Portici                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LoW12     	title = The Dance of Love                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LoW14     	title = Shoes                                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LPe10     	title = The Bell Jar                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LPh10     	title = The Spell                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LPh15     	title = Louis Armstrong Chicago Style                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LQJ10     	title = A Boy and His Dog                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LSc10     	title = Hey, I'm Alive                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LuD1      	title = La Promesse                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LuV64     	title = Death in Venice                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LvK8      	title = Po Zakonu                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LwS150    	title = Crime School                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LwS160    	title = You Can't Get Away With Murder                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = LyL1      	title = Testament                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MA38      	title = Par-dela les Nuages                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MaH10     	title = Jack the Bear                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MaH15     	title = Dangerous Beauty                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MaM1      	title = A Private Function                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MaM2      	title = Out Cold                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MaN50     	title = Penrod                                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MAp24     	title = Agatha                                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MaT10     	title = Alias Jimmy Valentine                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MaT40     	title = Au nom de la loi                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB1       	title = The Producers                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB2       	title = The Twelve Chairs                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB3       	title = Blazing Saddles                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB4       	title = Young Frankenstein                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB5       	title = Silent Movie                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB6       	title = High Anxiety                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB9       	title = History of the World Part I                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB10      	title = Blue Skies Again                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB15      	title = When Things were Rotten                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB17      	title = Spaceballs                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB20      	title = Life Stinks                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MB22      	title = Robin Hood: Men in Tights                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MBo7      	title = Scipio, the African                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MBr1      	title = Beverly Hills Cop                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MBr4      	title = Midnight Run                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MBr5      	title = Going in Style                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MBy5      	title = Armageddon                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MC4       	title = Hotel du Nord                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MC5       	title = Le Jour se L\`eve                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MC11      	title = Th\`eres\'e R\'aquin                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MCb10     	title = Butterfly                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MCr10     	title = Original Sin                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MCg10     	title = Derniere heure, edition speciale                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MCh1      	title = All the Right Moves                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MCh2      	title = Stranger's Kiss                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MCJ1      	title = Scandal                                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MCm1      	title = Black Orpheus                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = McR50     	title = Woman to Woman                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MDa10     	title = Yellowbeard                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MdO62     	title = A Ca{\c}ca                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MdO70     	title = Benilde ou a Virgem M\~ae                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MdO75     	title = Amor de Perdi{\c}c\~ao                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MdV5      	title = Le paltoquet                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MDK10     	title = La Sir\`ene des Tropiques                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MeG15     	title = Eagles Attack at Dawn                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MHe11     	title = Cinemas d'Europe, Les virtuoses                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MEl10     	title = Lush Life                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MeS10     	title = Mean Dog Blues                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MF4       	title = Taking Off                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MF7       	title = Ragtime                                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MFi15     	title = Mr.~Jones                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MFi16     	title = The Browning Version                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MFi22     	title = The Loss of Sexual Innocence                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MFo10     	title = Monster's Ball                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MFr1      	title = The Reformer and the Redhead                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MFr23     	title = Road to Hong Kong                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MFr29     	title = A Touch of Class                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MFr40     	title = Lost and Found                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiA22     	title = Logan's Run                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiA24     	title = Dominique is Dead                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiA27     	title = The Martian Chronicles I/II/III                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiG3      	title = Crime Doctor                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiG25     	title = Another Part of the Forest                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiG27     	title = An Act of Murder                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiH15     	title = Restoration                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiJ15     	title = Volcano                                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiK1      	title = Butterflies are Free                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiK2      	title = Forty Carats                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiK10     	title = Strangers: The Story of a Mother and Daughter     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiT1      	title = Villain                                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiT8      	title = Trenchcoat                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiT15     	title = The Misadventures of Mr.~Wilt                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiW18     	title = The Nightcomer                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiW23     	title = Won Ton Ton, The Dog Who Saved Hollywood          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiW27     	title = Sentinel                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiW35     	title = The Stone Killer                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MiW40     	title = Death Wish II                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MkJ11     	title = The Matchmaker                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MkT10     	title = Mr.~Jones                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MKv35     	title = The Cranes are Flying                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = ML8       	title = Thirteen Hours by Air                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = ML14      	title = Remember the Night                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = ML15      	title = Arise, My Love                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = ML17      	title = Hold Back the Dawn                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MlB10     	title = Paper Wedding                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MlB10     	title = Paper Wedding                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MLH10     	title = Dr.~Fisher of Geneva                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MlL1      	title = The Best Man                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MLn10     	title = The Loneliest Runner                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MLR4      	title = Little Caesar                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MLR11     	title = Two Seconds                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MLR32     	title = Little Women                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MLR34     	title = East Side West Side                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MMi20     	title = Silent Rage                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MmL12     	title = Deep Impact                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MMz10     	title = The Fall Guy                                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MN1       	title = Who's afraid of Virginia Woolf                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MN3       	title = Catch 22                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MN4       	title = Carnal Knowledge                                  	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MN5       	title = The Day of the Dolphin                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MNe10     	title = The Awakening                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MNe24     	title = Siesta                                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MNe26     	title = A Fine Romance                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp4      	title = Liebelei                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp12     	title = Werther                                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp14     	title = The Exile                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp15     	title = Caught                                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp16     	title = Letter From an Unknown Woman                      	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp18     	title = The Reckless Moment                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp19     	title = La Ronde                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp20     	title = Le Plaisir                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp21     	title = Madame de                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp22     	title = Lola Montes                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MOp30     	title = Banana Peel                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MP9       	title = The Volunteer                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MP12      	title = A Matter of Life and Death                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MP13      	title = Black Narcissus                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MP18      	title = The Elusive Pimpernel                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MP31      	title = The Battle of the River Plate                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MP47      	title = The Age of Consent                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MPa1      	title = C\'esar                                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MPa5      	title = La Fille du Puisatier                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MPi42     	title = Police                                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MPl10     	title = Going All The Way                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MPr1      	title = Bad News Bears Break Training                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MR2       	title = No Down Payment                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRc10     	title = Union City                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRm10     	title = The House on Sorority Row                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MrN12     	title = Kama Sutra, A Tale of Love                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRo10     	title = Murder in the First                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRs16     	title = Champion                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRs39     	title = Valley of the Dolls                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRs43     	title = Earthquake                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRt3      	title = Downhill Racer                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRt5      	title = The Candidate                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRt15     	title = The Survivors                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRt18     	title = Fletch                                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRt25     	title = Diggstown                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MRy5      	title = Harry and Walter Go to New York                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MS1       	title = Who's That Knocking on My Door                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MS21      	title = The Color of Money                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSe10     	title = Dough and Dynamite                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSe15     	title = Fatty and Mabel at the San Diego Exposition       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSe18     	title = Fatty and Mabel's Simple Life                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSf10     	title = La Cabalgata del Circo                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSf15     	title = Spendthrift                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSm14     	title = Radioland Murders                                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSp5      	title = Elisa                                             	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSz8      	title = Car Wash                                          	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MSz15     	title = Carbon Copy                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MTh10     	title = Pourvu que \cca dure                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MtR10     	title = The King and I                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MuK10     	title = Caf\'e au Lait                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MvC20     	title = Little Ladies of the Night                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MVh10     	title = Das Schrecklische Madchen                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MVP5      	title = The Story of a Three Day Pass                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MVP10     	title = Watermelon Man                                    	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MVP20     	title = Sweet Sweetbackk's Badasssss Song                 	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MVP22     	title = Don't Play Us Cheap                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MVP40     	title = Identity Crisis                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MvT10     	title = The Return                                        	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MwB10     	title = Cremaster 5                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MyH10     	title = American Psycho                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = MZ15      	title = Scrubbers                                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NaM3      	title = Something's Gotta Give                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NBa10     	title = Unmade Beds                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NeJ28     	title = The Butcher Boy                                   	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NF3       	title = Think Fast, Mr.~Moto                              	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NF4       	title = Thank You, Mr.~Moto                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NF6       	title = Mr.~Moto Takes a Chance                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NF7       	title = Mysterious Mr.~Moto                               	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NF10      	title = Mr.~Moto's Last Warning                           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NF12      	title = Mr.~Moto Takes a Vacation                         	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NF30      	title = The Return of Mr.~Moto                            	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiG10     	title = The Little Girl Who Lives Down the Lane           	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiG20     	title = It Rained All Night the Day I Left                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiM13     	title = The Day After                                     	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiP10     	title = The Wrong Trousers                                	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiP17     	title = Chicken Run                                       	year = null    	director = null                	rating = 0.00	genres = []
MOVIE DNE Film 	id = NiR20     	title = Bad Timing                                        	year = null    	director = null                	rating = 0.00	genres = []
