No. of Films read '7958'.
Film 	id = HCP6      	title = The Story of Vernon and Irene Castle              	year = 1939    	director = H.Potter            	rating = 0.00	genres = [5-Biography, 15-Musical]
Film 	id = SP45      	title = The Yakuza                                        	year = 1975    	director = S.Pollack           	rating = 0.00	genres = [1-Action]
Film 	id = HoZ21     	title = The Dream Team                                    	year = 1989    	director = Zieff               	rating = 0.00	genres = [6-Comedy]
Film 	id = SP46      	title = The Way We Were                                   	year = 1975    	director = S.Pollack           	rating = 0.00	genres = [9-Drama, 6-Comedy]
Film 	id = RHo36     	title = A Beautiful Mind                                  	year = 2001    	director = R.Howard            	rating = 0.00	genres = [5-Biography]
Film 	id = WKH35     	title = The Power and The Glory                           	year = 1933    	director = W.K.Howard          	rating = 0.00	genres = [9-Drama]
Film 	id = RM13      	title = Blood and Sand                                    	year = 1940    	director = Mamoulian           	rating = 0.00	genres = [18-Romance]
Film 	id = IrL10     	title = Murder by Contract                                	year = 1958    	director = Lerner              	rating = 0.00	genres = [24-Suspense]
Film 	id = WKH30     	title = Sherlock Holmes                                   	year = 1932    	director = W.K.Howard          	rating = 0.00	genres = [9-Drama]
Film 	id = RM10      	title = High, Wide, and Handsome                          	year = 1937    	director = Mamoulian           	rating = 0.00	genres = [15-Musical]
Film 	id = VGu40     	title = When Dinosaurs Ruled The Earth                    	year = 1970    	director = V.Guest             	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = RHo35     	title = Dr. Seuss's 'How the Grinch Stole Christmas'      	year = 2000    	director = R.Howard            	rating = 0.00	genres = [6-Comedy]
Film 	id = HoZ23     	title = My Girl                                           	year = 1993    	director = Zieff               	rating = 0.00	genres = [6-Comedy]
Film 	id = SP40      	title = Jeremiah Johnson                                  	year = 1972    	director = S.Pollack           	rating = 0.00	genres = [3-Adventure]
Film 	id = RHo34     	title = EDtv                                              	year = 1999    	director = R.Howard            	rating = 0.00	genres = [6-Comedy]
Film 	id = HoZ24     	title = My Girl 2                                         	year = 1994    	director = Zieff               	rating = 0.00	genres = [6-Comedy]
Film 	id = SaP30     	title = The Osterman Weekend                              	year = 1983    	director = Peckinpah           	rating = 0.00	genres = [1-Action]
Film 	id = HMF20     	title = Charlie Chan Carries On                           	year = 1931    	director = MacFadden           	rating = 0.00	genres = [16-Mystery, 6-Comedy]
Film 	id = DeM1      	title = Marty                                             	year = 1955    	director = Del.Mann            	rating = 0.00	genres = [9-Drama]
Film 	id = AJa1      	title = Nina Takes a Lover                                	year = 1995    	director = Jacobs              	rating = 0.00	genres = [18-Romance]
Film 	id = DeM4      	title = Desire Under the Elms                             	year = 1958    	director = Del.Mann            	rating = 0.00	genres = [9-Drama]
Film 	id = HWe10     	title = Medium Cool                                       	year = 1970    	director = Wexler              	rating = 0.00	genres = [9-Drama]
Film 	id = DeM8      	title = Lover Come Back                                   	year = 1961    	director = Del.Mann            	rating = 0.00	genres = [6-Comedy]
Film 	id = WmK30     	title = The Bride Came C.O.D.                             	year = 1941    	director = Keighley            	rating = 0.00	genres = [6-Comedy]
Film 	id = WmK31     	title = The Man Who Came to Dinner                        	year = 1942    	director = Keighley            	rating = 0.00	genres = [9-Drama]
Film 	id = VGu19     	title = The Quatermass Experiment                         	year = 1955    	director = V.Guest             	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = EAy10     	title = Goguktu Ve Yagmur Ciseliyorau                     	year = 1988    	director = Ayca                	rating = 0.00	genres = [18-Romance]
Film 	id = UEd25     	title = Body of Evidence                                  	year = 1992    	director = Edel                	rating = 0.00	genres = [9-Drama]
Film 	id = UEd20     	title = Last Exit To Brooklyn                             	year = 1990    	director = Edel                	rating = 0.00	genres = [9-Drama]
Film 	id = ArL60     	title = Duel of the Titans                                	year = 1965    	director = Lubin               	rating = 0.00	genres = [3-Adventure]
Film 	id = SP75      	title = Random                                            	year = 1998    	director = S.Pollack           	rating = 0.00	genres = [9-Drama]
Film 	id = ArL61     	title = The Barbarians                                    	year = 1967    	director = Lubin               	rating = 0.00	genres = [3-Adventure]
Film 	id = SaP20     	title = Convoy                                            	year = 1978    	director = Peckinpah           	rating = 0.00	genres = [1-Action]
Film 	id = WKH20     	title = Scotland Yard                                     	year = 1930    	director = W.K.Howard          	rating = 0.00	genres = [9-Drama]
Film 	id = TB70      	title = The Devil Doll                                    	year = 1936    	director = T.Browning          	rating = 0.00	genres = [13-Horror]
Film 	id = TMa10     	title = Days of Heaven                                    	year = 1978    	director = Malick              	rating = 0.00	genres = [9-Drama]
Film 	id = WmK25     	title = Each Dawn I Die                                   	year = 1939    	director = Keighley            	rating = 0.00	genres = [9-Drama]
Film 	id = ToS10     	title = Days of Thunder                                   	year = 1986    	director = T.Scott             	rating = 0.00	genres = [1-Action]
Film 	id = WmK27     	title = Torrid Zone                                       	year = 1940    	director = Keighley            	rating = 0.00	genres = [18-Romance]
Film 	id = WmK28     	title = Four Mothers                                      	year = 1940    	director = Keighley            	rating = 0.00	genres = [18-Romance]
Film 	id = ToS12     	title = Beverly Hills Cop II                              	year = 1987    	director = T.Scott             	rating = 0.00	genres = [6-Comedy]
Film 	id = FiC11     	title = Miracle on 34th Street                            	year = 1973    	director = F.Cook              	rating = 0.00	genres = [9-Drama]
Film 	id = TMa11     	title = The Thin Red Line                                 	year = 1998    	director = Malick              	rating = 0.00	genres = [9-Drama]
Film 	id = ToS15     	title = True Romance                                      	year = 1990    	director = T.Scott             	rating = 0.00	genres = [1-Action]
Film 	id = AMs25     	title = Hon Dansade en Sommar                             	year = 1951    	director = Mattsson            	rating = 0.00	genres = [18-Romance]
Film 	id = FiC20     	title = A Love Affair: The Eleanor and Lou Gehrig Story   	year = 1980    	director = F.Cook              	rating = 0.00	genres = [5-Biography]
Film 	id = VGu23     	title = Quatermass II                                     	year = 1957    	director = V.Guest             	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = SaP15     	title = Killer Elite                                      	year = 1975    	director = Peckinpah           	rating = 0.00	genres = [1-Action]
Film 	id = SP67      	title = The Firm                                          	year = 1993    	director = S.Pollack           	rating = 0.00	genres = [24-Suspense]
Film 	id = NJ5       	title = The Cincinnati Kid                                	year = 1965    	director = Jewison             	rating = 0.00	genres = [25-West]
Film 	id = SP68      	title = Hannibal Lector                                   	year = 1995    	director = S.Pollack           	rating = 0.00	genres = [24-Suspense, 13-Horror]
Film 	id = WKH14     	title = The Valiant                                       	year = 1929    	director = W.K.Howard          	rating = 0.00	genres = [9-Drama]
Film 	id = VGu25     	title = Up the Creek                                      	year = 1958    	director = V.Guest             	rating = 0.00	genres = [6-Comedy]
Film 	id = SaP13     	title = Pat Garrett and Billy the Kid                     	year = 1973    	director = Peckinpah           	rating = 0.00	genres = [25-West]
Film 	id = SP65      	title = Havana                                            	year = 1990    	director = S.Pollack           	rating = 0.00	genres = [9-Drama]
Film 	id = NJ7       	title = In the Heat of the Night                          	year = 1967    	director = Jewison             	rating = 0.00	genres = [24-Suspense, 6-Comedy]
Film 	id = HMF22     	title = Black Camel                                       	year = 1931    	director = MacFadden           	rating = 0.00	genres = [16-Mystery, 6-Comedy]
Film 	id = SaP11     	title = The Getaway                                       	year = 1972    	director = Peckinpah           	rating = 0.00	genres = [1-Action]
Film 	id = NJ8       	title = The Thomas Crown Affair                           	year = 1968    	director = Jewison             	rating = 0.00	genres = [16-Mystery]
Film 	id = WKH10     	title = The Main Event                                    	year = 1927    	director = W.K.Howard          	rating = 0.00	genres = [9-Drama]
Film 	id = HMF25     	title = Charlie Chan's Greatest Case                      	year = 1933    	director = MacFadden           	rating = 0.00	genres = [16-Mystery, 6-Comedy]
Film 	id = SP61      	title = Out of Africa                                     	year = 1985    	director = S.Pollack           	rating = 0.00	genres = [18-Romance, 3-Adventure, 5-Biography]
Film 	id = JPe10     	title = First Love, Last Rites                            	year = 1998    	director = Peretz              	rating = 0.00	genres = [9-Drama]
Film 	id = ACv10     	title = Therese                                           	year = 1986    	director = Cavalier            	rating = 0.00	genres = [5-Biography]
Film 	id = ArL39     	title = The Spider Woman Strikes Back                     	year = 1946    	director = Lubin               	rating = 0.00	genres = [24-Suspense]
Film 	id = DeD77     	title = Spencer's Mountain                                	year = 1962    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = DeD83     	title = The Battle of Villa Florita                       	year = 1956    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = DeD80     	title = Youngblood Hawke                                  	year = 1964    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = ArL48     	title = Hercules                                          	year = 1954    	director = Lubin               	rating = 0.00	genres = [3-Adventure]
Film 	id = ArL49     	title = Hercules Unchained                                	year = 1954    	director = Lubin               	rating = 0.00	genres = [3-Adventure]
Film 	id = DeD67     	title = Cowboy                                            	year = 1958    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = DeD65     	title = The Badlanders                                    	year = 1958    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = DeD70     	title = The Hanging Tree                                  	year = 1959    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = ArL56     	title = Morgan the Pirate                                 	year = 1958    	director = Lubin               	rating = 0.00	genres = [3-Adventure]
Film 	id = ArL58     	title = Thief of Bagdad                                   	year = 1961    	director = Lubin               	rating = 0.00	genres = [3-Adventure]
Film 	id = JrF10     	title = Borderline                                        	year = 1980    	director = Freedman            	rating = 0.00	genres = [3-Adventure]
Film 	id = ArL50     	title = The White Warrior                                 	year = 1955    	director = Lubin               	rating = 0.00	genres = [3-Adventure]
Film 	id = EG20      	title = The Razor's Edge                                  	year = 1946    	director = E.Goulding          	rating = 0.00	genres = [9-Drama]
Film 	id = StG10     	title = Paradise                                          	year = 1981    	director = Gillard             	rating = 0.00	genres = [30-Porn]
Film 	id = EG23      	title = The Constant Nymph                                	year = 1943    	director = E.Goulding          	rating = 0.00	genres = [18-Romance]
Film 	id = EG25      	title = Of Human Bondage                                  	year = 1946    	director = E.Goulding          	rating = 0.00	genres = [9-Drama]
Film 	id = EG27      	title = Nightmare Alley                                   	year = 1947    	director = E.Goulding          	rating = 0.00	genres = [9-Drama]
Film 	id = EG28      	title = Everybody does it                                 	year = 1949    	director = E.Goulding          	rating = 0.00	genres = [15-Musical]
Film 	id = LJe1      	title = The Railway Children                              	year = 1970    	director = Jeffries            	rating = 0.00	genres = [9-Drama]
Film 	id = MBk10     	title = Best Laid Plans                                   	year = 1999    	director = M.Barker            	rating = 0.00	genres = [16-Mystery]
Film 	id = LJe4      	title = The Water Babies                                  	year = 1978    	director = Jeffries            	rating = 0.00	genres = [9-Drama]
Film 	id = ANe10     	title = Voyage of Terror                                  	year = 1992    	director = Negrin              	rating = 0.00	genres = [8-Documentary]
Film 	id = DeD60     	title = Jubal                                             	year = 1956    	director = Daves               	rating = 0.00	genres = [25-West, 18-Romance]
Film 	id = DTa106    	title = Invitation to an Accident                         	year = 1959    	director = D.Taylor            	rating = 0.00	genres = [24-Suspense]
Film 	id = DeD62     	title = 3:10 to Yuma                                      	year = 1956    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = DTa104    	title = The Crocodile Case                                	year = 1958    	director = D.Taylor            	rating = 0.00	genres = [24-Suspense]
Film 	id = DvS3      	title = The Parent Trap                                   	year = 1961    	director = Swift               	rating = 0.00	genres = [6-Comedy]
Film 	id = DeD61     	title = The Last Wagon                                    	year = 1956    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = ArL22     	title = Black Friday                                      	year = 1940    	director = Lubin               	rating = 0.00	genres = [13-Horror]
Film 	id = DTa105    	title = Total Loss                                        	year = 1959    	director = D.Taylor            	rating = 0.00	genres = [24-Suspense]
Film 	id = EWS4      	title = Vampire                                           	year = 1979    	director = Swackhammer         	rating = 0.00	genres = [13-Horror]
Film 	id = DTa102    	title = Fatal Figures                                     	year = 1958    	director = D.Taylor            	rating = 0.00	genres = [24-Suspense]
Film 	id = DTa103    	title = Listen! Listen!                                   	year = 1958    	director = D.Taylor            	rating = 0.00	genres = [24-Suspense]
Film 	id = DTa100    	title = The Deadly                                        	year = 1957    	director = D.Taylor            	rating = 0.00	genres = [24-Suspense]
Film 	id = ArL26     	title = San Francisco Docks                               	year = 1941    	director = Lubin               	rating = 0.00	genres = [9-Drama]
Film 	id = DTa101    	title = The Right Kind of House                           	year = 1958    	director = D.Taylor            	rating = 0.00	genres = [24-Suspense]
Film 	id = KSh10     	title = The River Niger                                   	year = 1976    	director = Shah                	rating = 0.00	genres = [9-Drama]
Film 	id = KTI10     	title = Sop'Yongyi                                        	year = 1993    	director = Im                  	rating = 0.00	genres = [9-Drama]
Film 	id = RMn10     	title = Stuart Little                                     	year = 1999    	director = Minkof              	rating = 0.00	genres = [6-Comedy]
Film 	id = EG10      	title = Blondie of the Follies                            	year = 1932    	director = E.Goulding          	rating = 0.00	genres = [6-Comedy, 9-Drama]
Film 	id = EG11      	title = Grand Hotel                                       	year = 1932    	director = E.Goulding          	rating = 0.00	genres = [9-Drama]
Film 	id = EG16      	title = The Dawn Patrol                                   	year = 1938    	director = E.Goulding          	rating = 0.00	genres = [1-Action]
Film 	id = ClO10     	title = None But the Lonely Heart                         	year = 1944    	director = Odets               	rating = 0.00	genres = [9-Drama]
Film 	id = EG17      	title = Dark Victory                                      	year = 1939    	director = E.Goulding          	rating = 0.00	genres = [9-Drama]
Film 	id = EG18      	title = The Old Maid                                      	year = 1939    	director = E.Goulding          	rating = 0.00	genres = [9-Drama]
Film 	id = ArL28     	title = Buck Privates                                     	year = 1941    	director = Lubin               	rating = 0.00	genres = [6-Comedy]
Film 	id = ArL29     	title = Hold That Ghost                                   	year = 1941    	director = Lubin               	rating = 0.00	genres = [6-Comedy]
Film 	id = DeD42     	title = Dark Passage                                      	year = 1947    	director = Daves               	rating = 0.00	genres = [24-Suspense]
Film 	id = DeD50     	title = Broken Arrow                                      	year = 1950    	director = Daves               	rating = 0.00	genres = [25-West]
Film 	id = ArL36     	title = The Phantom of the Opera                          	year = 1943    	director = Lubin               	rating = 0.00	genres = [13-Horror]
Film 	id = JgW10     	title = Devils on the Doorstep                            	year = 1999    	director = Wen                 	rating = 0.00	genres = [12-History, 9-Drama]
Film 	id = RBn10     	title = Outrageous                                        	year = 1977    	director = Benner              	rating = 0.00	genres = [18-Romance]
Film 	id = APk10     	title = Zeit der Rache                                    	year = 1990    	director = Peschke             	rating = 0.00	genres = [5-Biography]
Film 	id = SGB130    	title = The Bounty Killer                                 	year = 1965    	director = Bennet              	rating = 0.00	genres = [1-Action]
Film 	id = JCp15     	title = Hawmps                                            	year = 1982    	director = Camp                	rating = 0.00	genres = [3-Adventure]
Film 	id = FrN11     	title = The Mysterious Lady                               	year = 1928    	director = Niblo               	rating = 0.00	genres = [9-Drama]
Film 	id = DeD30     	title = Hollywood Canteen                                 	year = 1944    	director = Daves               	rating = 0.00	genres = [8-Documentary]
Film 	id = RFG35     	title = Too Many Parents                                  	year = 1936    	director = McGowan             	rating = 0.00	genres = [9-Drama]
Film 	id = RFG30     	title = Wild Poses                                        	year = 1933    	director = McGowan             	rating = 0.00	genres = [6-Comedy]
Film 	id = WKH1      	title = East of Broadway                                  	year = 1924    	director = W.K.Howard          	rating = 0.00	genres = [9-Drama]
Film 	id = NMv10     	title = Urga                                              	year = 1992    	director = Mikhalkov           	rating = 0.00	genres = [9-Drama]
Film 	id = MVe10     	title = Love Etc.                                         	year = 1999    	director = Vernoux             	rating = 0.00	genres = [18-Romance]
Film 	id = JVD5      	title = Toto                                              	year = 1991    	director = VanDormael          	rating = 0.00	genres = [9-Drama]
Film 	id = ASR65     	title = Men Agains Speed                                  	year = 1958    	director = Rogell              	rating = 0.00	genres = [1-Action]
Film 	id = SGB120    	title = The Atomic Submarine                              	year = 1960    	director = Bennet              	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = RFG25     	title = School's Out                                      	year = 1930    	director = McGowan             	rating = 0.00	genres = [6-Comedy]
Film 	id = SiG10     	title = Berlin in Berlin                                  	year = 1993    	director = Getin               	rating = 0.00	genres = [9-Drama]
Film 	id = RFG20     	title = Shivering Shakespeare                             	year = 1930    	director = McGowan             	rating = 0.00	genres = [6-Comedy]
Film 	id = RFG22     	title = Bear Shooters                                     	year = 1930    	director = McGowan             	rating = 0.00	genres = [6-Comedy]
Film 	id = DBo6      	title = Shallow Grave                                     	year = 1995    	director = Boyle               	rating = 0.00	genres = [24-Suspense, 6-Comedy]
Film 	id = RFG27     	title = Shiver My Timbers                                 	year = 1931    	director = McGowan             	rating = 0.00	genres = [6-Comedy]
Film 	id = NR11      	title = Rebel Without a Cause                             	year = 1955    	director = N.Ray               	rating = 0.00	genres = [9-Drama]
Film 	id = NR14      	title = Party Girl                                        	year = 1961    	director = N.Ray               	rating = 0.00	genres = [29-Noir]
Film 	id = GFj10     	title = I Married a Monster From Outer Space              	year = 1958    	director = Fowler              	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = GFj15     	title = I Was a Teenage Werewolf                          	year = 1957    	director = Fowler              	rating = 0.00	genres = [6-Comedy, 13-Horror]
Film 	id = DeD18     	title = Destination Tokyo                                 	year = 1943    	director = Daves               	rating = 0.00	genres = [1-Action]
Film 	id = NR10      	title = Johnny Guitar                                     	year = 1953    	director = N.Ray               	rating = 0.00	genres = [25-West]
Film 	id = NR19      	title = King of Kings                                     	year = 1961    	director = N.Ray               	rating = 0.00	genres = [5-Biography]
Film 	id = CR18      	title = The Third Man                                     	year = 1949    	director = C.Reed              	rating = 0.00	genres = [24-Suspense]
Film 	id = CR17      	title = The Fallen Idol                                   	year = 1948    	director = C.Reed              	rating = 0.00	genres = [24-Suspense]
Film 	id = CR16      	title = Odd Man Out                                       	year = 1946    	director = C.Reed              	rating = 0.00	genres = [9-Drama]
Film 	id = CR15      	title = The True Glory                                    	year = 1945    	director = Garson Kanyn        	rating = 0.00	genres = [8-Documentary]
Film 	id = CR14      	title = The Way Ahead                                     	year = 1944    	director = C.Reed              	rating = 0.00	genres = [3-Adventure]
Film 	id = CR12      	title = Kipps                                             	year = 1941    	director = C.Reed              	rating = 0.00	genres = [18-Romance]
Film 	id = CR10      	title = The Night Train to Munich                         	year = 1940    	director = C.Reed              	rating = 0.00	genres = [24-Suspense]
Film 	id = NCh10     	title = Stand Up Virgin Soldiers                          	year = 1977    	director = N.Cohen             	rating = 0.00	genres = [6-Comedy]
Film 	id = SRf21     	title = The Philadelphia Experiment                       	year = 1984    	director = Rafill              	rating = 0.00	genres = [19-Sci-Fi]
Film 	id = RFG40     	title = The Haunted House                                 	year = 1940    	director = McGowan             	rating = 0.00	genres = [6-Comedy, 18-Romance]
Film 	id = NR1       	title = They Live By Night                                	year = 1947    	director = N.Ray               	rating = 0.00	genres = [9-Drama]
Film 	id = NR2       	title = A Woman's Secret                                  	year = 1949    	director = N.Ray               	rating = 0.00	genres = [9-Drama]
Film 	id = NR5       	title = In a Lonely Place                                 	year = 1950    	director = N.Ray               	rating = 0.00	genres = [24-Suspense]
Film 	id = AmN1      	title = Look Who's Talking                                	year = 1990    	director = Neckering           	rating = 0.00	genres = [6-Comedy]
Film 	id = NR4       	title = Born to Be Bad                                    	year = 1950    	director = N.Ray               	rating = 0.00	genres = [9-Drama]
Film 	id = NR7       	title = On Dangerous Ground                               	year = 1951    	director = N.Ray               	rating = 0.00	genres = [29-Noir]
Film 	id = RFG41     	title = Tomboy                                            	year = 1940    	director = McGowan             	rating = 0.00	genres = [18-Romance]
Film 	id = NR8       	title = The Lusty Men                                     	year = 1952    	director = N.Ray               	rating = 0.00	genres = [25-West]
Film 	id = JqT14     	title = Curse of the Demon                                	year = 1957    	director = J.Tourneur          	rating = 0.00	genres = [13-Horror]
Film 	id = MWh10     	title = Matter of Heart                                   	year = 1983    	director = M.Whitney           	rating = 0.00	genres = [8-Documentary]
Film 	id = IRa4      	title = The Great Impersonation                           	year = 1942    	director = Rawlins             	rating = 0.00	genres = [3-Adventure]
Film 	id = SRf10     	title = Adventures of the Wilderness Family               	year = 1976    	director = Raffill             	rating = 0.00	genres = [3-Adventure]
Film 	id = IRa5      	title = Sherlock Holmes and the Voice of Terror           	year = 1942    	director = Rawlins             	rating = 0.00	genres = [24-Suspense]
Film 	id = BaD29     	title = Victim                                            	year = 1961    	director = B.Dearden           	rating = 0.00	genres = [24-Suspense]
Film 	id = JDe1      	title = Caged Heat                                        	year = 1974    	director = J.Demme             	rating = 0.00	genres = [1-Action]
Film 	id = MaC10     	title = Crazy in Love                                     	year = 1992    	director = Coolidge            	rating = 0.00	genres = [18-Romance]
Film 	id = NAb10     	title = Ringmaster                                        	year = 1998    	director = Abramson            	rating = 0.00	genres = [5-Biography]
Film 	id = MaC11     	title = Lost in Yonkers                                   	year = 1993    	director = Coolidge            	rating = 0.00	genres = [6-Comedy]
Film 	id = BaD26     	title = The League of Gentlemen                           	year = 1960    	director = B.Dearden           	rating = 0.00	genres = [6-Comedy]
Film 	id = JDe5      	title = Fighting Mad                                      	year = 1976    	director = J.Demme             	rating = 0.00	genres = [25-West]
Film 	id = MaT25     	title = The Pride of the Clan                             	year = 1917    	director = M.Tourneur          	rating = 0.00	genres = [9-Drama]
Film 	id = BaD22     	title = Who Done It                                       	year = 1956    	director = B.Dearden           	rating = 0.00	genres = [6-Comedy]
Film 	id = JDe3      	title = Crazy Mama                                        	year = 1975    	director = J.Demme             	rating = 0.00	genres = [6-Comedy]
Film 	id = MaT27     	title = Poor Little Rich Girl                             	year = 1917    	director = M.Tourneur          	rating = 0.00	genres = [9-Drama]
Film 	id = JDe8      	title = Last Embrace                                      	year = 1980    	director = J.Demme             	rating = 0.00	genres = [24-Suspense]
Film 	id = LIC30     	title = Class                                             	year = 1983    	director = Carlino             	rating = 0.00	genres = [9-Drama]
Film 	id = RoA7      	title = The Big Knife                                     	year = 1955    	director = Aldrich             	rating = 0.00	genres = [9-Drama]
Film 	id = RoA4      	title = Vera Cruz                                         	year = 1953    	director = Aldrich             	rating = 0.00	genres = [25-West, 9-Drama]
Film 	id = SeL20     	title = A Fistful of Dollars                              	year = 1964    	director = S.Leone             	rating = 0.00	genres = [25-West]
Film 	id = MaC15     	title = Introducing Dorothy Dandridge                     	year = 1999    	director = Coolidge            	rating = 0.00	genres = [5-Biography]
Film 	id = MaC12     	title = Angie, I says                                     	year = 1993    	director = Coolidge            	rating = 0.00	genres = [6-Comedy]
Film 	id = DBr5      	title = Lady by Choice                                    	year = 1934    	director = D.Burton            	rating = 0.00	genres = [9-Drama]
Film 	id = SeL26     	title = For a Few Dollars More                            	year = 1966    	director = S.Leone             	rating = 0.00	genres = [25-West]
Film 	id = SeL28     	title = Man with No Name                                  	year = 1967    	director = S.Leone             	rating = 0.00	genres = [25-West]
Film 	id = BaD39     	title = The Man who Haunted Himself                       	year = 1970    	director = Relph               	rating = 0.00	genres = [24-Suspense]
Film 	id = NR20      	title = 55 Days at Peking                                 	year = 1961    	director = N.Ray               	rating = 0.00	genres = [9-Drama]
Film 	id = JBm10     	title = The Room                                          	year = 1991    	director = Balsmeyer           	rating = 0.00	genres = [9-Drama]
Film 	id = BaD35     	title = Masquerade                                        	year = 1965    	director = B.Dearden           	rating = 0.00	genres = [24-Suspense]
Film 	id = HaB3      	title = Crazylegs                                         	year = 1954    	director = Bartlett            	rating = 0.00	genres = [5-Biography]
Film 	id = HaB1      	title = Navajo                                            	year = 1952    	director = Bartlett            	rating = 0.00	genres = [9-Drama]
Film 	id = HaB7      	title = Drango                                            	year = 1956    	director = Bartlett            	rating = 0.00	genres = [9-Drama]
Film 	id = HaB5      	title = Unchained                                         	year = 1955    	director = Bartlett            	rating = 0.00	genres = [9-Drama]
Film 	id = HaB9      	title = Zero Hour!                                        	year = 1957    	director = Bartlett            	rating = 0.00	genres = [24-Suspense]
Film 	id = ALv100    	title = Decoy                                             	year = 1956    	director = Laven               	rating = 0.00	genres = [24-Suspense]
Film 	id = ALv101    	title = The Return of Verge Likens                        	year = 1964    	director = Laven               	rating = 0.00	genres = [24-Suspense]
Film 	id = SeL30     	title = The Big Gundown                                   	year = 1968    	director = S.Leone             	rating = 0.00	genres = [25-West]
Film 	id = LuC10     	title = The Inland Sea                                    	year = 1992    	director = Carra               	rating = 0.00	genres = [8-Documentary]
Film 	id = ASR15     	title = Carnival Boat                                     	year = 1926    	director = Rogell              	rating = 0.00	genres = [3-Adventure]
Film 	id = NMe10     	title = The Parent Trap                                   	year = 1998    	director = Meyers              	rating = 0.00	genres = [10-Family]
Film 	id = SGB110    	title = Brave Warrior                                     	year = 1952    	director = Bennet              	rating = 0.00	genres = [3-Adventure]
Film 	id = LIC10     	title = Sailor Who Fell from Grace With the Sea           	year = 1976    	director = Carlino             	rating = 0.00	genres = [30-Porn]
Film 	id = ASR40     	title = The Black Cat                                     	year = 1941    	director = Rogell              	rating = 0.00	genres = [16-Mystery]
Film 	id = BaD13     	title = The Blue Lamp                                     	year = 1950    	director = B.Dearden           	rating = 0.00	genres = [24-Suspense]
Film 	id = BJR10     	title = My Life                                           	year = 1993    	director = Rubin               	rating = 0.00	genres = [9-Drama]
Film 	id = LIC20     	title = The Great Santini                                 	year = 1980    	director = Carlino             	rating = 0.00	genres = [9-Drama]
Film 	id = AtR10     	title = Thunder Road                                      	year = 1958    	director = Ripley              	rating = 0.00	genres = [1-Action]
Film 	id = HHH10     	title = Good Men, Good Women                              	year = 1995    	director = Hsiaahsien          	rating = 0.00	genres = [9-Drama]
Film 	id = MSm10     	title = The Tall Guy                                      	year = 1990    	director = M.Smith             	rating = 0.00	genres = [6-Comedy]
Film 	id = CCG15     	title = Music Box                                         	year = 1989    	director = CostaGavras         	rating = 0.00	genres = [24-Suspense]
Film 	id = GOu20     	title = The Brain                                         	year = 1969    	director = Oury                	rating = 0.00	genres = [3-Adventure]
Film 	id = DSy1      	title = Act One                                           	year = 1963    	director = Schary              	rating = 0.00	genres = [9-Drama]
Film 	id = PGy10     	title = That Hagen Girl                                   	year = 1948    	director = Godfrey             	rating = 0.00	genres = [6-Comedy]
Film 	id = CCG10     	title = Betrayed                                          	year = 1988    	director = CostaGavras         	rating = 0.00	genres = [9-Drama]
Film 	id = MSm17     	title = Bean                                              	year = 1997    	director = M.Smith             	rating = 0.00	genres = [6-Comedy]
Film 	id = PGy16     	title = Barricade                                         	year = 1950    	director = Godfrey             	rating = 0.00	genres = [24-Suspense, 25-West]
Film 	id = CBw38     	title = Come Live With Me                                 	year = 1941    	director = Cl.Brown            	rating = 0.00	genres = [6-Comedy, 18-Romance]
Film 	id = AL12      	title = All This and Heaven Too                           	year = 1940    	director = Litvak              	rating = 0.00	genres = [9-Drama]
Film 	id = CBw37     	title = Edison The Man                                    	year = 1940    	director = Cl.Brown            	rating = 0.00	genres = [5-Biography]
Film 	id = AL13      	title = Castle on the Hudson                              	year = 1940    	director = Litvak              	rating = 0.00	genres = [9-Drama]
Film 	id = CBw36     	title = The Rains Came                                    	year = 1939    	director = Cl.Brown            	rating = 0.00	genres = [18-Romance]
Film 	id = AL10      	title = Tovarich                                          	year = 1937    	director = Litvak              	rating = 0.00	genres = [18-Romance]
Film 	id = CBw35     	title = Idiot's Delight                                   	year = 1939    	director = Cl.Brown            	rating = 0.00	genres = [6-Comedy]
Film 	id = AL11      	title = The Amazing Dr.Clitterhouse                       	year = 1938    	director = Litvak              	rating = 0.00	genres = [6-Comedy]
Film 	id = CBw33     	title = Conquest                                          	year = 1937    	director = Cl.Brown            	rating = 0.00	genres = [5-Biography]
Film 	id = CBw32     	title = Wife vs Secretary                                 	year = 1936    	director = Cl.Brown            	rating = 0.00	genres = [18-Romance, 6-Comedy]
Film 	id = ERz20     	title = Heimat II: The End of the Future                  	year = 1992    	director = Reitz               	rating = 0.00	genres = [9-Drama]
