No of Films read '8183'.
Film 	id = H1        	title = Always Tell Your Wife                             	year = 1922    	director = Hitchcock           	rating = 0.00	genres = ['Dram', ]
Film 	id = AAr20     	title = Heartbeeps                                        	year = 1981    	director = Arkush              	rating = 0.00	genres = ['ScFi', ]
Film 	id = ABr1      	title = Real Life                                         	year = 1979    	director = A.Brooks            	rating = 0.00	genres = ['Comd', ]
Film 	id = ABr3      	title = Lost in America                                   	year = 1985    	director = A.Brooks            	rating = 0.00	genres = ['Dram', ]
Film 	id = ABr4      	title = Defending Your Life                               	year = 1991    	director = A.Brooks            	rating = 0.00	genres = ['Comd', ]
Film 	id = ABr7      	title = Mother                                            	year = 1996    	director = A.Brooks            	rating = 0.00	genres = ['Comd', ]
Film 	id = ABr9      	title = The Muse                                          	year = 1998    	director = A.Brooks            	rating = 0.00	genres = ['Comd', ]
Film 	id = AlC20     	title = Tous Les Matins Du Monde                          	year = 1992    	director = Corneau             	rating = 0.00	genres = ['Dram', , 'BioP', ]
Film 	id = BBi10     	title = North Avenue Irregulars                           	year = 1979    	director = Bilson              	rating = 0.00	genres = ['Comd', ]
Film 	id = CiS10     	title = Sensuous Vampires                                 	year = 1979    	director = Santiago            	rating = 0.00	genres = ['Porn', ]
Film 	id = CiS40     	title = Eye of the Eagle III                              	year = 1990    	director = Santiago            	rating = 0.00	genres = ['Actn', ]
Film 	id = DLD10     	title = Hot Stuff                                         	year = 1979    	director = DeLuise             	rating = 0.00	genres = ['CnRb', ]
Film 	id = EWS4      	title = Vampire                                           	year = 1979    	director = Swackhammer         	rating = 0.00	genres = ['Horr', ]
Film 	id = EWS10     	title = The Secret Passion of Robert Clayton              	year = 1992    	director = Swackhamer          	rating = 0.00	genres = ['Dram', ]
Film 	id = FWa10     	title = When a Stranger Calls                             	year = 1979    	director = Walton              	rating = 0.00	genres = ['Susp', ]
Film 	id = GiA10     	title = My Brilliant Career                               	year = 1979    	director = Armstrong           	rating = 0.00	genres = ['Dram', ]
Film 	id = GiA20     	title = High Tide                                         	year = 1987    	director = Armstrong           	rating = 0.00	genres = ['Dram', ]
Film 	id = GiA30     	title = The Last Days of Chez Nous                        	year = 1993    	director = Armstrong           	rating = 0.00	genres = ['Comd', ]
Film 	id = GiA32     	title = Little Women                                      	year = 1993    	director = Armstrong           	rating = 0.00	genres = ['Dram', ]
Film 	id = GiA35     	title = Oscar and Lucinda                                 	year = 1996    	director = Armstrong           	rating = 0.00	genres = ['Romt', ]
Film 	id = HBe10     	title = Sea of Love                                       	year = 1989    	director = H.Becker            	rating = 0.00	genres = ['Susp', ]
Film 	id = HBe15     	title = Malice                                            	year = 1993    	director = H.Becker            	rating = 0.00	genres = ['Susp', ]
Film 	id = HBe18     	title = City Hall                                         	year = 1996    	director = H.Becker            	rating = 0.00	genres = ['Susp', ]
Film 	id = HBe20     	title = Mercury Rising                                    	year = 1998    	director = H.Becker            	rating = 0.00	genres = ['CnRb', ]
Film 	id = ICt10     	title = Mountain Family Robinson                          	year = 1979    	director = Cotter              	rating = 0.00	genres = ['Advt', ]
Film 	id = Ird10     	title = Middle Age Spread                                 	year = 1979    	director = Reid                	rating = 0.00	genres = ['Romt', , 'Comd', ]
Film 	id = Ird12     	title = Carry Me Back                                     	year = 1982    	director = Reid                	rating = 0.00	genres = ['Comd', ]
Film 	id = Ird14     	title = Leave All Fair                                    	year = 1985    	director = Reid                	rating = 0.00	genres = ['Dram', ]
Film 	id = Ird16     	title = Last Tattoo                                       	year = 1994    	director = Stuart Freeman      	rating = 0.00	genres = ['Susp', ]
Film 	id = MBr10     	title = Beverly Hills Cop                                 	year = 1984    	director = Brest               	rating = 0.00	genres = ['Comd', ]
Film 	id = MBr14     	title = Midnight Run                                      	year = 1988    	director = Brest               	rating = 0.00	genres = ['Comd', ]
Film 	id = MBr19     	title = Scent of a Woman                                  	year = 1992    	director = Brest               	rating = 0.00	genres = ['Comd', ]
Film 	id = MBr25     	title = Meet Joe Black                                    	year = 1998    	director = Brest               	rating = 0.00	genres = ['Dram', ]
Film 	id = MCh5      	title = Hussy                                             	year = 1979    	director = Ma.Chapman          	rating = 0.00	genres = ['Dram', ]
Film 	id = MM10      	title = Thief                                             	year = 1979    	director = M.Mann              	rating = 0.00	genres = ['Dram', ]
Film 	id = MM20      	title = The Keep                                          	year = 1983    	director = M.Mann              	rating = 0.00	genres = ['Fant', ]
Film 	id = MM25      	title = The Manhunter                                     	year = 1986    	director = M.Mann              	rating = 0.00	genres = ['Horr', , 'Susp', ]
Film 	id = MM30      	title = The Last of the Mohicans                          	year = 1992    	director = M.Mann              	rating = 0.00	genres = ['Dram', ]
Film 	id = MM33      	title = Heat                                              	year = 1995    	director = M.Mann              	rating = 0.00	genres = ['CnR', , 'Susp', ]
Film 	id = MM37      	title = The Insider                                       	year = 1999    	director = M.Mann              	rating = 0.00	genres = ['Docu', , 'Dram', ]
Film 	id = MM41      	title = Collateral                                        	year = 2004    	director = M.Mann              	rating = 0.00	genres = ['Susp', , 'Noir', ]
Film 	id = MLt5      	title = Gold of the Amazon Women                          	year = 1979    	director = M.Lester            	rating = 0.00	genres = ['Advt', ]
Film 	id = MLt10     	title = Class of '84                                      	year = 1982    	director = M.Lester            	rating = 0.00	genres = ['Dram', ]
Film 	id = MLt15     	title =                                                   	year = 1984    	director = M.Lester            	rating = 0.00	genres = ['Horr', ]
Film 	id = MLt20     	title = Space Camp                                        	year = 1988    	director = M.Lester            	rating = 0.00	genres = ['ScFi', ]
Film 	id = MLt22     	title = Amazon Women on the Moon                          	year = 1989    	director = M.Lester            	rating = 0.00	genres = ['ScFi', ]
Film 	id = MRb10     	title = Corvette Summer                                   	year = 1979    	director = Robbins             	rating = 0.00	genres = ['Advt', ]
Film 	id = MRb15     	title = The Dragonslayer                                  	year = 1981    	director = Robbins             	rating = 0.00	genres = ['Fant', ]
Film 	id = MxS10     	title = Tales from the Vienna Woods                       	year = 1979    	director = Schell              	rating = 0.00	genres = ['Dram', ]
Film 	id = NiM5      	title = Time After Time                                   	year = 1979    	director = N.Meyer             	rating = 0.00	genres = ['Fant', ]
Film 	id = NiM12     	title = Star Trek II: The Wrath of Khan                   	year = 1982    	director = N.Meyer             	rating = 0.00	genres = ['ScFi', ]
Film 	id = NiM20     	title = The Deceivers                                     	year = 1985    	director = N.Meyer             	rating = 0.00	genres = ['Advt', ]
Film 	id = NiM30     	title = Star Trek VI, The Undiscovered Country            	year = 1989    	director = N.Meyer             	rating = 0.00	genres = ['ScFi', ]
Film 	id = SDr1      	title = Love at First Bite                                	year = 1979    	director = Dragoti             	rating = 0.00	genres = ['Comd', , 'Romt', ]
Film 	id = SyS1      	title = Rocky II                                          	year = 1979    	director = Stallone            	rating = 0.00	genres = ['Dram', ]
Film 	id = SyS2      	title = Rocky III                                         	year = 1979    	director = Stallone            	rating = 0.00	genres = ['Dram', ]
Film 	id = Sys3      	title = Rocky IV                                          	year = 1985    	director = Stallone            	rating = 0.00	genres = ['Dram', ]
Film 	id = TrJ10     	title = Monty Python's Life of Brian                      	year = 1979    	director = T.Jones             	rating = 0.00	genres = ['Fant', ]
Film 	id = TrJ12     	title = Secret Policeman's Ball                           	year = 1980    	director = T.Jones             	rating = 0.00	genres = ['Comd', ]
Film 	id = TrJ14     	title = Secret Policeman's Other Ball                     	year = 1982    	director = T.Jones             	rating = 0.00	genres = ['Comd', ]
Film 	id = TrJ15     	title = Monty Python's the Meaning of Life                	year = 1983    	director = T.Jones             	rating = 0.00	genres = ['Fant', ]
Film 	id = TrJ20     	title = Personal Services                                 	year = 1987    	director = T.Jones             	rating = 0.00	genres = ['BioP ', ]
Film 	id = YoK1      	title = Lensman                                           	year = 1979    	director = Hirokawa            	rating = 0.00	genres = ['ScFi', ]
Film 	id = WRi10     	title = Winter Kills                                      	year = 1979    	director = Richert             	rating = 0.00	genres = ['Dram', ]
Film 	id = WRi20     	title = A Night in the Life of Jimmy Reardon              	year = 1985    	director = Richert             	rating = 0.00	genres = ['Comd', ]
Film 	id = ALi10     	title = Where the Buffalo Roam                            	year = 1980    	director = Linson              	rating = 0.00	genres = ['Noir', ]
Film 	id = ALi15     	title = The Wild Life                                     	year = 1984    	director = Linson              	rating = 0.00	genres = ['Comd', ]
Film 	id = CBd20     	title = Never Cry Wolf                                    	year = 1983    	director = C.Ballard           	rating = 0.00	genres = ['BioP', ]
Film 	id = CBd30     	title = Nutcracker, the Motion Picture                    	year = 1989    	director = C.Ballard           	rating = 0.00	genres = ['Musc', ]
Film 	id = ClP10     	title = La Boum                                           	year = 1980    	director = Pinoteau            	rating = 0.00	genres = ['Dram', , 'Romt', ]
Film 	id = DdP10     	title = Le Conte de Monte Christo                         	year = 1980    	director = delaPatelliere      	rating = 0.00	genres = ['Dram', ]
Film 	id = DeH10     	title = Silent Scream                                     	year = 1980    	director = D.Harris            	rating = 0.00	genres = ['Horr', ]
Film 	id = DDo20     	title = Happy Birthday, Torke!                            	year = 1991    	director = Dorrie              	rating = 0.00	genres = ['Susp', , 'Comd', ]
Film 	id = EBi10     	title = The Fan                                           	year = 1980    	director = Bianchi             	rating = 0.00	genres = ['Susp', ]
Film 	id = ErK20     	title = Angel Town                                        	year = 1989    	director = Karsen              	rating = 0.00	genres = ['Actn', ]
Film 	id = ErK30     	title = Nemesis                                           	year = 1992    	director = Karsen              	rating = 0.00	genres = ['Actn', ]
Film 	id = FOR10     	title = Beverly Hills Vamp                                	year = 1982    	director = F.O.Ray             	rating = 0.00	genres = ['Porn', ]
Film 	id = FOR12     	title = Scream Queen Hot Tub Party                        	year = 1984    	director = F.O.Ray             	rating = 0.00	genres = ['Porn', ]
Film 	id = FOR20     	title = Hollywood Chain Saw Hookers                       	year = 1988    	director = F.O.Ray             	rating = 0.00	genres = ['Porn', ]
Film 	id = FOR30     	title = Gad Girls from Mars                               	year = 1990    	director = F.O.Ray             	rating = 0.00	genres = ['ScFi', , 'Porn', ]
Film 	id = FRa10     	title = The Assault                                       	year = 1980    	director = Rademakers          	rating = 0.00	genres = ['Dram', ]
Film 	id = GBo5      	title = The Hearse                                        	year = 1980    	director = Bowers              	rating = 0.00	genres = ['Horr', ]
Film 	id = GBo15     	title = My Tutor                                          	year = 1983    	director = Bowers              	rating = 0.00	genres = ['Comd', ]
Film 	id = GCl10     	title = Extraterrestrial Terror                           	year = 1980    	director = G.Clark             	rating = 0.00	genres = ['ScFi', , 'Horr', ]
Film 	id = GCl20     	title = The Forbidden Dance                               	year = 1990    	director = G.Clark             	rating = 0.00	genres = ['Musc', ]
Film 	id = GMu1      	title = Goodbye Pork Pie                                  	year = 1980    	director = G.Murphy            	rating = 0.00	genres = ['Adct', ]
Film 	id = GMu2      	title = Utu                                               	year = 1981    	director = G.Murphy            	rating = 0.00	genres = ['Epic', ]
Film 	id = GMu9      	title = The Quiet Earth                                   	year = 1985    	director = G.Murphy            	rating = 0.00	genres = ['Dram', ]
Film 	id = GMu15     	title = Young Guns II                                     	year = 1990    	director = G.Murphy            	rating = 0.00	genres = ['West', ]
Film 	id = GMu17     	title = Freejack                                          	year = 1992    	director = G.Murphy            	rating = 0.00	genres = ['ScFi', ]
Film 	id = GMx5      	title = The Kidnapping of the President                   	year = 1980    	director = Mendelux            	rating = 0.00	genres = ['Susp', ]
Film 	id = GNs10     	title = The Black Hole                                    	year = 1980    	director = G.Nelson            	rating = 0.00	genres = ['ScFi', ]
Film 	id = GNs15     	title = Get Crazy                                         	year = 1983    	director = G.Nelson            	rating = 0.00	genres = ['Comd', ]
Film 	id = GTr12     	title = Take this Job and Shove it                        	year = 1981    	director = Trikonis            	rating = 0.00	genres = ['Dram', ]
Film 	id = HaR1      	title = Caddyshack                                        	year = 1980    	director = Ramis               	rating = 0.00	genres = ['Comd', ]
Film 	id = HaR10     	title = National Lampoon's Vacation                       	year = 1983    	director = Ramis               	rating = 0.00	genres = ['Comd', ]
Film 	id = HaR14     	title = National Lampoon's Last Resort                    	year = 1989    	director = Ramis               	rating = 0.00	genres = ['Comd', ]
Film 	id = HaR18     	title = Groundhog Day                                     	year = 1993    	director = Ramis               	rating = 0.00	genres = ['Comd', ]
Film 	id = HaR25     	title = Multiplicity                                      	year = 1996    	director = Ramis               	rating = 0.00	genres = ['ScFi', , 'Comd', ]
Film 	id = HaR28     	title = Analyze This                                      	year = 1999    	director = Ramis               	rating = 0.00	genres = ['Comd', ]
Film 	id = IBd10     	title = Friday the 13th ... The Orphan                    	year = 1980    	director = J.Ballard           	rating = 0.00	genres = ['Horr', ]
Film 	id = IBy10     	title = Heartbeat                                         	year = 1980    	director = Byrum               	rating = 0.00	genres = ['BioP', ]
Film 	id = IBy15     	title = The Razor's Edge                                  	year = 1984    	director = Byrum               	rating = 0.00	genres = ['Dram', ]
Film 	id = IMz10     	title = The Long Good Friday                              	year = 1980    	director = Mackenzie           	rating = 0.00	genres = ['Actn', ]
Film 	id = IIr10     	title = The Dogs of War                                   	year = 1980    	director = Irvin               	rating = 0.00	genres = ['Actn', ]
Film 	id = IIr17     	title = Champions                                         	year = 1984    	director = Irvin               	rating = 0.00	genres = ['BioP', ]
Film 	id = IIr21     	title = Hamburger Hill                                    	year = 1987    	director = Irvin               	rating = 0.00	genres = ['Actn', ]
Film 	id = IIr30     	title = Widow's Peak                                      	year = 1994    	director = Irvin               	rating = 0.00	genres = ['Romt', ]
Film 	id = IIr32     	title = A Month by the Lake                               	year = 1996    	director = Irvin               	rating = 0.00	genres = ['Romt', ]
Film 	id = IQd10     	title = Loophole                                          	year = 1980    	director = Quested             	rating = 0.00	genres = ['Advt', ]
Film 	id = IrW10     	title = Best Boy                                          	year = 1980    	director = Wohl                	rating = 0.00	genres = ['Docu', ]
Film 	id = ISy8      	title = Brother From Another Planet                       	year = 1980    	director = Sayles              	rating = 0.00	genres = ['ScFi', ]
Film 	id = ISy15     	title = Matewan                                           	year = 1987    	director = Sayles              	rating = 0.00	genres = ['Docu', ]
Film 	id = ISy20     	title = City of Hope                                      	year = 1991    	director = Sayles              	rating = 0.00	genres = ['Dram', ]
Film 	id = ISy22     	title = Passion Fish                                      	year = 1992    	director = Sayles              	rating = 0.00	genres = ['Dram', ]
Film 	id = JfW5      	title = Die Laughing                                      	year = 1980    	director = J.Werner            	rating = 0.00	genres = ['Advt', ]
Film 	id = JGl10     	title = The Exterminator                                  	year = 1980    	director = Glickenhaus         	rating = 0.00	genres = ['Viol', ]
Film 	id = JGl15     	title = The Soldier                                       	year = 1982    	director = Glickenhaus         	rating = 0.00	genres = ['Actn', ]
Film 	id = JGl20     	title = The Protector                                     	year = 1990    	director = Glickenhaus         	rating = 0.00	genres = ['Actn', ]
Film 	id = JiA1      	title = Airplane!                                         	year = 1980    	director = Jerry Zucker        	rating = 0.00	genres = ['Comd', , 'Disa', ]
Film 	id = JiA5      	title = Hero                                              	year = 1984    	director = Jerry Zucker        	rating = 0.00	genres = ['Comd', ]
Film 	id = JiA7      	title = The Kidnapping of Mrs. Stone                      	year = 1986    	director = J.Abrahams          	rating = 0.00	genres = ['Comd', ]
Film 	id = JiA9      	title = When Twins are Interchanged                       	year = 1988    	director = J.Abrahams          	rating = 0.00	genres = ['Comd', ]
Film 	id = JiA10     	title = The Naked Gun                                     	year = 1988    	director = J.Abrahams          	rating = 0.00	genres = ['Comd', ]
Film 	id = JiA15     	title = Hot Shots!                                        	year = 1991    	director = J.Abrahams          	rating = 0.00	genres = ['Actn', , 'Comd', ]
Film 	id = JiA18     	title = Hot Shots! Part Deux                              	year = 1993    	director = J.Abrahams          	rating = 0.00	genres = ['Actn', , 'Comd', ]
Film 	id = JoO10     	title = The Competition                                   	year = 1980    	director = Oliansky            	rating = 0.00	genres = ['Dram', ]
Film 	id = JoS1      	title = The Incredible Shrinking Woman                    	year = 1980    	director = Schumacher          	rating = 0.00	genres = ['ScFi', ]
Film 	id = JoS5      	title = D.C. Cab                                          	year = 1984    	director = Schumacher          	rating = 0.00	genres = ['Actn', ]
Film 	id = JoS12     	title = Flatliners                                        	year = 1990    	director = Schumacher          	rating = 0.00	genres = ['Dram', ]
Film 	id = JoS13     	title = Dying Young                                       	year = 1991    	director = Schumacher          	rating = 0.00	genres = ['Dram', ]
Film 	id = JoS15     	title = The Client                                        	year = 1993    	director = Schumacher          	rating = 0.00	genres = ['Actn', ]
Film 	id = JoS16     	title = Falling Down                                      	year = 1993    	director = Schumacher          	rating = 0.00	genres = ['Actn', ]
Film 	id = JoS18     	title = Batman Forever                                    	year = 1995    	director = Schumacher          	rating = 0.00	genres = ['Fant', ]
Film 	id = JoS20     	title = Batman and Robin                                  	year = 1997    	director = Schumacher          	rating = 0.00	genres = ['Fant', ]
Film 	id = JoS27     	title = Phone Booth                                       	year = 2002    	director = Schumacher          	rating = 0.00	genres = ['Susp', ]
Film 	id = JrF10     	title = Borderline                                        	year = 1980    	director = Freedman            	rating = 0.00	genres = ['Advt', ]
Film 	id = JsC10     	title = Hide in Plain Sight                               	year = 1980    	director = Caan                	rating = 0.00	genres = ['Dram', ]
Film 	id = JTM10     	title = Battle Beyond the Stars                           	year = 1980    	director = Murakami            	rating = 0.00	genres = ['ScFi', ]
Film 	id = JTM20     	title = Tokyo Decadence                                   	year = 1980    	director = Murakami            	rating = 0.00	genres = ['Porn', ]
Film 	id = JuT5      	title = The Great Rock and Roll Swindle                   	year = 1980    	director = Temple              	rating = 0.00	genres = ['Musc', ]
Film 	id = KW10      	title = Eyes of a Stranger                                	year = 1980    	director = Wiederhorn          	rating = 0.00	genres = ['Porn', , 'Horr', ]
Film 	id = LuP30     	title = The Oak                                           	year = 1991    	director = Pintilie            	rating = 0.00	genres = ['Fant', ]
Film 	id = MHo10     	title = Flash Gordon                                      	year = 1980    	director = Hodges              	rating = 0.00	genres = ['ScFi', ]
Film 	id = MtD10     	title = Hero at Large                                     	year = 1980    	director = M.Davidson          	rating = 0.00	genres = ['Dram', ]
Film 	id = MBm1      	title = Simon                                             	year = 1980    	director = M.Brickman          	rating = 0.00	genres = ['ScFi', ]
Film 	id = MBm3      	title = The Manhattan Project                             	year = 1985    	director = M.Brickman          	rating = 0.00	genres = ['Susp', , 'Romt', ]
Film 	id = MDa5      	title = The Legend of Walks Far Woman                     	year = 1980    	director = Damski              	rating = 0.00	genres = ['West', ]
Film 	id = MNe12     	title = Dance with a Stranger                             	year = 1982    	director = Newell              	rating = 0.00	genres = ['Noir', ]
Film 	id = MNe18     	title = Wild Women                                        	year = 1990    	director = Newell              	rating = 0.00	genres = ['Romt', ]
Film 	id = MNe20     	title = Enchanted April                                   	year = 1992    	director = Newell              	rating = 0.00	genres = ['Romt', ]
Film 	id = MNe22     	title = Into the West                                     	year = 1993    	director = Newell              	rating = 0.00	genres = ['Romt', ]
Film 	id = MNe25     	title = Four Weddings and a Funeral                       	year = 1994    	director = Newell              	rating = 0.00	genres = ['Romt', ]
Film 	id = MNe29     	title = Donnie Brasco                                     	year = 1997    	director = Newell              	rating = 0.00	genres = ['Dram', ]
Film 	id = NRo10     	title = America and Lewis Hine                            	year = 1986    	director = Rosenbloom          	rating = 0.00	genres = ['Docu', ]
Film 	id = NRo12     	title = Through the Wire                                  	year = 1980    	director = Rosenbloom          	rating = 0.00	genres = ['Docu', ]
Film 	id = PAl1      	title = Pepi, Luci, Bom                                   	year = 1980    	director = Almodovar           	rating = 0.00	genres = ['Porn', ]
Film 	id = PAl4      	title = Matador                                           	year = 1985    	director = Almodovar           	rating = 0.00	genres = ['Comd', ]
Film 	id = PAl10     	title = Women on the Verge of A Nervous Breakdown         	year = 1988    	director = Almodovar           	rating = 0.00	genres = ['Comd', ]
Film 	id = PAl12     	title = Tie Me Up, Tie Me Down                            	year = 1990    	director = Almodovar           	rating = 0.00	genres = ['Comd', ]
Film 	id = PAl14     	title = High Heels                                        	year = 1991    	director = Almodovar           	rating = 0.00	genres = ['Comd', ]
Film 	id = PAl16     	title = Kika                                              	year = 1994    	director = Almodovar           	rating = 0.00	genres = ['Comd', ]
Film 	id = PAl18     	title = La flor de mi Secreto                             	year = 1996    	director = Almodovar           	rating = 0.00	genres = ['Comd', ]
Film 	id = Pal20     	title = Carne Tremula                                     	year = 1998    	director = Almodovar           	rating = 0.00	genres = ['Romt', , 'Dram', ]
Film 	id = PAl21     	title = Todo sobre mi madre                               	year = 1999    	director = Almodovar           	rating = 0.00	genres = ['Dram', ]
Film 	id = PHa10     	title = Fiendish Plot of Fu Manchu                        	year = 1980    	director = Haggard             	rating = 0.00	genres = ['Comd', ]
Film 	id = PHa15     	title = Venom                                             	year = 1981    	director = Haggard             	rating = 0.00	genres = ['Dram', ]
Film 	id = PHa25     	title = Hugh Heffner: Once Upon A Time                    	year = 1992    	director = Haggard             	rating = 0.00	genres = ['BioP', , 'Docu', ]
Film 	id = PLy10     	title = Prom Night                                        	year = 1980    	director = P.Lynch             	rating = 0.00	genres = ['Horr', ]
Film 	id = PLy15     	title = Cross Country                                     	year = 1983    	director = P.Lynch             	rating = 0.00	genres = ['Susp', ]
Film 	id = RFM10     	title = Little Darlings                                   	year = 1980    	director = R.Maxwell           	rating = 0.00	genres = ['Comd', ]
Film 	id = RFM12     	title = Night the Lights Went Out in Georgia              	year = 1981    	director = R.Maxwell           	rating = 0.00	genres = ['Musc', ]
Film 	id = RFM20     	title = Gettysburg                                        	year = 1993    	director = R.Maxwell           	rating = 0.00	genres = ['Hist', ]
Film 	id = RGr10     	title = Xanadu                                            	year = 1980    	director = R.Greenwald         	rating = 0.00	genres = ['Fant', , 'Musc', ]
Film 	id = RGr30     	title = Forgotten Prisoners                               	year = 1980    	director = R.Greenwald         	rating = 0.00	genres = ['Docu', ]
Film 	id = RKa10     	title = Carny                                             	year = 1980    	director = Kaylor              	rating = 0.00	genres = ['Comd', ]
Film 	id = RLi6      	title = Just Before Dawn                                  	year = 1980    	director = Lieberman           	rating = 0.00	genres = ['Horr', ]
Film 	id = RLi10     	title = Table for Five                                    	year = 1982    	director = Lieberman           	rating = 0.00	genres = ['Dram', ]
Film 	id = RLi20     	title = All I want for Christmas                          	year = 1991    	director = Lieberman           	rating = 0.00	genres = ['Romt', ]
Film 	id = RLi25     	title = Fire in the Sky                                   	year = 1993    	director = Lieberman           	rating = 0.00	genres = ['ScFi', ]
Film 	id = RoH10     	title = Shogun Assassin                                   	year = 1980    	director = Houston             	rating = 0.00	genres = ['Actn', ]
Film 	id = RoH30     	title = Caged Fear                                        	year = 1990    	director = Houston             	rating = 0.00	genres = ['Actn', ]
Film 	id = RoW10     	title = Anna to the Infinite Power                        	year = 1983    	director = Wiemer              	rating = 0.00	genres = ['ScFi', ]
Film 	id = RR1       	title = Ordinary People                                   	year = 1980    	director = Redford             	rating = 0.00	genres = ['Dram', ]
Film 	id = RR2       	title = The Milagro Beanfield War                         	year = 1988    	director = Redford             	rating = 0.00	genres = ['Dram', ]
Film 	id = RR3       	title = A River Runs Through It                           	year = 1992    	director = Redford             	rating = 0.00	genres = ['Dram', ]
Film 	id = RR4       	title = Quiz Show                                         	year = 1994    	director = Redford             	rating = 0.00	genres = ['Dram', ]
Film 	id = RR5       	title = The Horse Whisperer                               	year = 1998    	director = Redford             	rating = 0.00	genres = ['Romt', , 'West', ]
Film 	id = RSr10     	title = How to Beat the High Cost of Living               	year = 1980    	director = Scheerer            	rating = 0.00	genres = ['Comd', ]
Film 	id = RSp8      	title = Terror Train                                      	year = 1980    	director = Spottiswooode       	rating = 0.00	genres = ['Horr', ]
Film 	id = RSp10     	title = Under Fire                                        	year = 1983    	director = Spottiswoode        	rating = 0.00	genres = ['Dram', ]
Film 	id = RSp13     	title = The Best of Times                                 	year = 1985    	director = Spottiswoode        	rating = 0.00	genres = ['Comd', ]
Film 	id = RSp16     	title = Air America                                       	year = 1990    	director = Spottiswoode        	rating = 0.00	genres = ['Comd', ]
Film 	id = RSp17     	title = Turner and Hooch                                  	year = 1990    	director = Spottiswoode        	rating = 0.00	genres = ['Comd', ]
Film 	id = RSp20     	title = and the Band Played On                            	year = 1993    	director = Spottiswoode        	rating = 0.00	genres = ['Hist', ]
Film 	id = RSp24     	title = Tomorrow Never Dies                               	year = 1997    	director = Spottiswoode        	rating = 0.00	genres = ['Advt', , 'Actn', ]
Film 	id = SBe10     	title = The Adventures of Tin Tin: The Lure of Black Gold 	year = 1990    	director = Bernasconi          	rating = 0.00	genres = ['Cart', ]
Film 	id = SfP6      	title = Hotel Deutschland                                 	year = 1991    	director = Stf.Paul            	rating = 0.00	genres = ['Docu', , 'Musc', ]
Film 	id = SKw20     	title = Full Moon in New York                             	year = 1991    	director = Kwan                	rating = 0.00	genres = ['Dram', ]
Film 	id = SSC1      	title = Friday the 13th                                   	year = 1980    	director = Cunningham          	rating = 0.00	genres = ['Horr', ]
Film 	id = SvP10     	title = Falling in Love Again                             	year = 1980    	director = Stv.Paul            	rating = 0.00	genres = ['Romt', ]
Film 	id = TaH2      	title = The Idolmaker                                     	year = 1980    	director = Hackford            	rating = 0.00	genres = ['Dram', ]
Film 	id = TaH5      	title = An Officer and a Gentleman                        	year = 1982    	director = Hackford            	rating = 0.00	genres = ['Dram', ]
Film 	id = TaH6      	title = Against All Odds                                  	year = 1983    	director = Hackford            	rating = 0.00	genres = ['Actn', ]
Film 	id = TaH8      	title = White Nights                                      	year = 1986    	director = Hackford            	rating = 0.00	genres = ['Musc', ]
Film 	id = TaH15     	title = Chuck Berry Hail! Hail! Rock 'n' Roll             	year = 1991    	director = Hackford            	rating = 0.00	genres = ['Docu', , 'Musc', ]
Film 	id = TaH30     	title = When We Were Kings                                	year = 1996    	director = Leon Gast           	rating = 0.00	genres = ['Docu', ]
Film 	id = TaH32     	title = The Devils Advocate                               	year = 1997    	director = Hackford            	rating = 0.00	genres = ['Comdx', ]
Film 	id = TBl21     	title = A Home of Our Own                                 	year = 1993    	director = Bill                	rating = 0.00	genres = ['Dram', ]
Film 	id = TCl10     	title = McVicar                                           	year = 1980    	director = Clegg               	rating = 0.00	genres = ['BioP', , 'Dram', ]
Film 	id = TgD1      	title = The Adventures of Picasso                         	year = 1980    	director = Danielson           	rating = 0.00	genres = ['Comd', ]
Film 	id = THu10     	title = Over the Edge                                     	year = 1980    	director = T.Hunter            	rating = 0.00	genres = ['Dram', ]
Film 	id = THu13     	title = Tex                                               	year = 1982    	director = T.Hunter            	rating = 0.00	genres = ['Dram', ]
Film 	id = THu20     	title = River's Edge                                      	year = 1987    	director = T.Hunter            	rating = 0.00	genres = ['Docu', , 'Dram', ]
Film 	id = THu25     	title = Paint it Black                                    	year = 1989    	director = T.Hunter            	rating = 0.00	genres = ['Dram', ]
Film 	id = THu30     	title = Sylvester                                         	year = 1991    	director = T.Hunter            	rating = 0.00	genres = ['Romt', , 'West', ]
Film 	id = VeZ10     	title = Fade to Black                                     	year = 1980    	director = Zimmerman           	rating = 0.00	genres = ['Susp', ]
Film 	id = VlM10     	title = Moscow Does Not Believe in Tears                  	year = 1980    	director = Menshov             	rating = 0.00	genres = ['Dram', ]
Film 	id = VLo50     	title = De Gudene er Dode                                 	year = 1992    	director = Lokkeberg           	rating = 0.00	genres = ['Dram', , 'Docu', ]
Film 	id = WaB10     	title = Little Miss Marker                                	year = 1980    	director = W.Bernstein         	rating = 0.00	genres = ['Dram', ]
Film 	id = WMi19     	title = Blacks in the Military                            	year = 1985    	director = Miles               	rating = 0.00	genres = ['Docu', ]
Film 	id = WMi22     	title = Black Champions                                   	year = 1987    	director = Miles               	rating = 0.00	genres = ['Docu', ]
Film 	id = WMi25     	title = Liberators: Fighting on two Fronts in World War II	year = 1992    	director = Rosenblum           	rating = 0.00	genres = ['Docu', ]
Film 	id = YMZ10     	title = Red Sorghum                                       	year = 1980    	director = YM.Zhang            	rating = 0.00	genres = ['Dram', ]
